pred_horizon_s,signal_thres,vol_thres,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
5,0.52,0.07,113880,147,775,0.49,0.98,66.49,-0.64,26.29,388,-0.49,-0.95,68.73,0.7,23,387
10,0.52,0.07,110100,142,775,0.48,1.26,61.86,-0.91,32.47,388,-0.46,-1.18,63.57,0.96,30.23,387
2,0.52,0.08,151996,197,770,0.65,0.78,86.49,-0.35,7.79,385,-0.67,-0.81,87.01,0.45,8.05,385
5,0.52,0.08,113070,147,770,0.49,0.99,66.49,-0.64,26.49,385,-0.49,-0.95,68.83,0.7,23.12,385
10,0.52,0.08,110160,143,770,0.49,1.26,62.08,-0.91,32.21,385,-0.46,-1.19,63.64,0.96,30.39,385
2,0.52,0.09,150406,198,761,0.65,0.79,86.28,-0.35,7.92,379,-0.67,-0.81,86.91,0.45,8.12,382
5,0.52,0.09,111360,146,761,0.48,0.99,65.96,-0.64,26.91,379,-0.49,-0.95,68.59,0.7,23.3,382
10,0.52,0.09,108300,142,761,0.49,1.27,61.74,-0.91,32.45,379,-0.46,-1.19,63.35,0.96,30.63,382
2,0.52,0.1,149746,198,755,0.65,0.79,86.1,-0.35,8.02,374,-0.67,-0.81,86.88,0.45,8.14,381
5,0.52,0.1,111300,147,755,0.49,1,66.58,-0.64,27.01,374,-0.49,-0.96,68.5,0.7,23.36,381
10,0.52,0.1,108810,144,755,0.5,1.27,62.57,-0.92,31.82,374,-0.46,-1.19,63.25,0.96,30.71,381
2,0.52,0.11,148756,199,746,0.66,0.79,86.25,-0.35,8.09,371,-0.67,-0.82,86.93,0.45,8.27,375
5,0.52,0.11,110460,148,746,0.49,1,66.58,-0.64,27.22,371,-0.5,-0.96,68.53,0.71,23.2,375
10,0.52,0.11,107700,144,746,0.5,1.28,62.53,-0.93,31.81,371,-0.46,-1.2,63.2,0.97,30.67,375
2,0.52,0.12,145246,201,722,0.66,0.8,86.63,-0.36,7.8,359,-0.68,-0.82,87.05,0.46,7.99,363
5,0.52,0.12,107160,148,722,0.49,1.01,66.3,-0.65,27.58,359,-0.5,-0.97,68.6,0.71,23.42,363
10,0.52,0.12,104970,145,722,0.51,1.29,62.67,-0.94,31.75,359,-0.46,-1.21,63.36,0.99,30.58,363
2,0.52,0.13,141939,203,700,0.67,0.8,86.82,-0.36,7.74,349,-0.68,-0.82,87.46,0.48,7.69,351
5,0.52,0.13,106230,152,700,0.5,1.01,67.34,-0.66,27.22,349,-0.51,-0.99,68.38,0.72,23.36,351
10,0.52,0.13,104040,149,700,0.53,1.3,63.32,-0.96,30.95,349,-0.46,-1.24,62.68,1,31.05,351
2,0.52,0.14,138459,203,681,0.67,0.81,86.35,-0.36,8.01,337,-0.68,-0.82,87.21,0.48,7.85,344
5,0.52,0.14,103230,152,681,0.5,1.02,66.77,-0.67,27.6,337,-0.51,-1,68.31,0.73,23.26,344
10,0.52,0.14,101370,149,681,0.52,1.31,62.91,-0.96,31.16,337,-0.47,-1.23,63.37,1.03,30.52,344
2,0.52,0.15,135489,204,663,0.68,0.82,86.2,-0.37,7.98,326,-0.69,-0.83,87.24,0.47,7.72,337
5,0.52,0.15,101760,153,663,0.5,1.04,66.56,-0.68,27.61,326,-0.52,-1.01,68.55,0.74,22.85,337
10,0.52,0.15,99990,151,663,0.53,1.32,63.5,-0.97,31.29,326,-0.47,-1.24,63.8,1.04,30.27,337
2,0.52,0.16,132939,206,644,0.69,0.84,85.71,-0.37,8.25,315,-0.69,-0.84,86.93,0.47,7.9,329
5,0.52,0.16,99780,155,644,0.52,1.05,66.98,-0.7,27.3,315,-0.52,-1.02,67.78,0.74,23.4,329
10,0.52,0.16,97860,152,644,0.55,1.35,63.81,-0.98,31.75,315,-0.47,-1.24,63.53,1.05,30.7,329
2,0.52,0.17,130089,207,628,0.69,0.84,85.67,-0.36,8.14,307,-0.69,-0.84,86.92,0.47,8.1,321
5,0.52,0.17,97530,155,628,0.51,1.05,66.78,-0.7,27.36,307,-0.52,-1.03,67.91,0.76,23.05,321
10,0.52,0.17,95250,152,628,0.54,1.34,63.84,-0.99,31.6,307,-0.47,-1.26,63.24,1.06,30.84,321
2,0.52,0.18,126339,211,600,0.7,0.85,85.32,-0.35,8.19,293,-0.71,-0.85,87.3,0.48,7.82,307
5,0.52,0.18,95760,160,600,0.53,1.08,66.55,-0.68,27.65,293,-0.54,-1.05,68.08,0.76,23.45,307
10,0.52,0.18,93720,156,600,0.57,1.37,63.82,-0.98,31.74,293,-0.48,-1.27,63.52,1.08,30.29,307
2,0.52,0.19,123069,213,579,0.71,0.86,85.92,-0.37,7.75,284,-0.71,-0.85,87.12,0.47,7.8,295
5,0.52,0.19,92700,160,579,0.55,1.09,67.25,-0.69,27.11,284,-0.52,-1.04,67.46,0.76,23.73,295
10,0.52,0.19,92040,159,579,0.59,1.38,64.79,-0.99,30.63,284,-0.47,-1.27,63.05,1.08,30.85,295
2,0.52,0.2,119409,215,556,0.72,0.87,86.08,-0.37,8.06,273,-0.71,-0.85,87.63,0.5,7.42,283
5,0.52,0.2,92070,166,556,0.57,1.1,68.13,-0.7,26.01,273,-0.54,-1.06,68.2,0.77,23.67,283
10,0.52,0.2,92730,167,556,0.63,1.4,65.93,-1,29.3,273,-0.49,-1.29,63.6,1.09,30.74,283
2,0.52,0.21,115449,216,535,0.72,0.87,86.14,-0.39,7.87,267,-0.72,-0.86,88.06,0.5,7.84,268
5,0.52,0.21,89700,168,535,0.56,1.11,67.42,-0.7,26.59,267,-0.56,-1.07,69.4,0.81,22.76,268
10,0.52,0.21,90300,169,535,0.62,1.4,65.54,-1.02,29.59,267,-0.51,-1.32,64.55,1.14,29.85,268
2,0.52,0.22,112569,219,515,0.73,0.88,86.15,-0.39,8.08,260,-0.73,-0.87,88.24,0.5,7.84,255
5,0.52,0.22,86550,168,515,0.56,1.11,67.31,-0.72,26.54,260,-0.57,-1.08,69.41,0.81,23.14,255
10,0.52,0.22,87540,170,515,0.62,1.41,65.77,-1.03,29.62,260,-0.51,-1.34,64.31,1.15,30.2,255
2,0.52,0.23,107229,221,486,0.72,0.88,85.71,-0.39,8.16,245,-0.75,-0.88,89.21,0.5,7.88,241
5,0.52,0.23,82290,169,486,0.56,1.1,67.76,-0.73,25.71,245,-0.57,-1.12,68.46,0.82,23.65,241
10,0.52,0.23,80850,166,486,0.61,1.38,66.12,-1.03,29.8,245,-0.5,-1.34,64.32,1.18,30.71,241
2,0.52,0.24,102691,218,470,0.71,0.87,85.23,-0.39,8.44,237,-0.75,-0.89,88.84,0.5,8.15,233
5,0.52,0.24,76950,164,470,0.53,1.07,67.09,-0.73,26.16,237,-0.56,-1.13,67.81,0.83,24.03,233
10,0.52,0.24,77100,164,470,0.6,1.39,65.82,-1.04,29.96,237,-0.49,-1.36,63.52,1.19,31.33,233
2,0.52,0.25,98267,219,449,0.71,0.86,85.53,-0.41,7.89,228,-0.75,-0.89,89.14,0.52,8.14,221
5,0.52,0.25,72600,162,449,0.52,1.07,66.67,-0.73,26.75,228,-0.56,-1.13,67.87,0.84,24.43,221
10,0.52,0.25,69600,155,449,0.56,1.36,64.91,-1.03,30.7,228,-0.47,-1.35,62.9,1.21,31.67,221
2,0.52,0.26,94277,220,429,0.71,0.88,85.32,-0.41,8.26,218,-0.75,-0.89,89.1,0.52,8.53,211
5,0.52,0.26,69060,161,429,0.52,1.08,66.51,-0.73,27.52,218,-0.56,-1.13,67.77,0.86,24.17,211
10,0.52,0.26,65460,153,429,0.56,1.38,64.68,-1.05,31.19,218,-0.45,-1.36,62.56,1.24,31.75,211
2,0.52,0.27,90700,219,414,0.7,0.86,85.1,-0.43,8.17,208,-0.76,-0.9,89.32,0.52,8.25,206
5,0.52,0.27,66270,160,414,0.5,1.09,64.9,-0.73,28.85,208,-0.57,-1.13,68.93,0.89,23.3,206
10,0.52,0.27,63600,154,414,0.55,1.38,63.94,-1.05,31.73,208,-0.48,-1.36,63.59,1.28,30.58,206
2,0.52,0.28,86260,220,392,0.71,0.86,86.22,-0.44,7.65,196,-0.76,-0.9,89.8,0.55,8.16,196
5,0.52,0.28,65520,167,392,0.49,1.08,65.31,-0.74,28.06,196,-0.62,-1.14,70.41,0.87,21.43,196
10,0.52,0.28,63150,161,392,0.55,1.39,64.29,-1.08,31.63,196,-0.52,-1.35,66.33,1.34,28.06,196
2,0.52,0.29,84693,222,382,0.71,0.86,86.98,-0.44,7.29,192,-0.77,-0.9,90,0.56,7.89,190
5,0.52,0.29,63990,168,382,0.5,1.07,65.62,-0.74,27.6,192,-0.62,-1.14,70.53,0.89,21.05,190
10,0.52,0.29,63690,167,382,0.58,1.41,64.58,-1.05,31.25,192,-0.53,-1.36,66.84,1.36,27.89,190
2,0.52,0.3,83253,225,370,0.72,0.87,87.03,-0.44,7.57,185,-0.78,-0.91,90.81,0.62,7.03,185
5,0.52,0.3,64530,174,370,0.52,1.09,66.49,-0.76,27.03,185,-0.64,-1.15,71.89,0.91,20,185
10,0.52,0.3,65430,177,370,0.62,1.44,65.41,-1.02,31.35,185,-0.56,-1.37,67.57,1.37,27.03,185
2,0.52,0.31,81303,228,356,0.74,0.87,87.86,-0.44,6.36,173,-0.78,-0.91,90.71,0.62,7.1,183
5,0.52,0.31,62610,176,356,0.52,1.09,66.47,-0.75,27.17,173,-0.65,-1.15,72.13,0.91,20.22,183
10,0.52,0.31,63180,177,356,0.63,1.45,65.9,-1.04,31.21,173,-0.55,-1.37,67.76,1.37,27.32,183
2,0.52,0.32,77036,227,339,0.73,0.87,87.27,-0.44,6.67,165,-0.79,-0.92,90.23,0.62,7.47,174
5,0.52,0.32,58080,171,339,0.49,1.09,64.85,-0.75,28.48,165,-0.64,-1.17,71.26,0.91,20.69,174
10,0.52,0.32,58440,172,339,0.61,1.46,64.85,-1.05,32.12,165,-0.55,-1.39,67.24,1.4,27.59,174
2,0.52,0.33,74426,228,326,0.74,0.88,86.62,-0.44,7.01,157,-0.79,-0.91,90.53,0.58,7.1,169
5,0.52,0.33,56160,172,326,0.49,1.09,64.97,-0.77,28.66,157,-0.66,-1.18,71.6,0.93,20.12,169
10,0.52,0.33,55620,171,326,0.59,1.43,65.61,-1.07,32.48,157,-0.55,-1.39,67.46,1.4,27.81,169
2,0.52,0.34,73916,233,317,0.75,0.89,87.66,-0.41,5.84,154,-0.8,-0.91,91.41,0.52,6.75,163
5,0.52,0.34,55590,175,317,0.51,1.1,65.58,-0.76,27.92,154,-0.66,-1.17,72.39,0.97,19.63,163
10,0.52,0.34,56130,177,317,0.62,1.45,66.23,-1.05,31.82,154,-0.56,-1.4,67.48,1.41,27.61,163
2,0.52,0.35,70856,235,302,0.77,0.9,87.5,-0.44,5.56,144,-0.8,-0.91,91.14,0.52,6.96,158
5,0.52,0.35,53250,176,302,0.5,1.1,65.97,-0.76,29.17,144,-0.66,-1.2,71.52,0.97,20.25,158
10,0.52,0.35,54000,179,302,0.64,1.5,65.28,-1.04,32.64,144,-0.56,-1.43,67.09,1.43,27.85,158
2,0.52,0.36,69626,235,296,0.77,0.91,87.23,-0.44,5.67,141,-0.79,-0.91,90.97,0.52,7.1,155
5,0.52,0.36,52860,179,296,0.52,1.1,67.38,-0.79,27.66,141,-0.66,-1.2,71.61,0.97,20.65,155
10,0.52,0.36,53550,181,296,0.66,1.51,65.96,-1.05,31.91,141,-0.55,-1.43,67.1,1.46,27.74,155
2,0.52,0.37,66596,237,281,0.78,0.93,86.47,-0.44,6.02,133,-0.8,-0.92,90.54,0.52,7.43,148
5,0.52,0.37,48720,173,281,0.5,1.09,66.92,-0.81,28.57,133,-0.65,-1.21,70.95,0.97,21.62,148
10,0.52,0.37,48270,172,281,0.63,1.5,65.41,-1.1,32.33,133,-0.52,-1.4,66.89,1.5,27.7,148
2,0.52,0.38,63206,236,268,0.78,0.95,85.83,-0.44,6.3,127,-0.79,-0.92,90.07,0.52,7.8,141
5,0.52,0.38,46230,173,268,0.51,1.1,67.72,-0.85,27.56,127,-0.64,-1.21,70.21,0.99,21.99,141
10,0.52,0.38,45600,170,268,0.66,1.5,66.93,-1.12,30.71,127,-0.49,-1.4,65.96,1.5,29.08,141
2,0.52,0.39,61616,237,260,0.79,0.96,85.25,-0.44,6.56,122,-0.79,-0.92,90.58,0.53,7.25,138
5,0.52,0.39,45270,174,260,0.5,1.1,67.21,-0.85,27.87,122,-0.65,-1.22,71.01,0.99,21.74,138
10,0.52,0.39,43950,169,260,0.65,1.51,66.39,-1.13,31.15,122,-0.49,-1.4,65.94,1.5,28.99,138
2,0.53,0,139666,200,700,0.66,0.79,86.61,-0.35,7.41,351,-0.67,-0.8,87.39,0.42,7.16,349
5,0.53,0,105540,151,700,0.5,1.01,66.1,-0.66,26.21,351,-0.51,-0.94,69.63,0.66,22.06,349
10,0.53,0,102360,146,700,0.5,1.27,62.11,-0.92,31.62,351,-0.48,-1.17,64.18,0.93,29.23,349
2,0.53,0.01,139666,200,700,0.66,0.79,86.61,-0.35,7.41,351,-0.67,-0.8,87.39,0.42,7.16,349
5,0.53,0.01,105540,151,700,0.5,1.01,66.1,-0.66,26.21,351,-0.51,-0.94,69.63,0.66,22.06,349
10,0.53,0.01,102360,146,700,0.5,1.27,62.11,-0.92,31.62,351,-0.48,-1.17,64.18,0.93,29.23,349
2,0.53,0.02,139666,200,700,0.66,0.79,86.61,-0.35,7.41,351,-0.67,-0.8,87.39,0.42,7.16,349
5,0.53,0.02,105540,151,700,0.5,1.01,66.1,-0.66,26.21,351,-0.51,-0.94,69.63,0.66,22.06,349
10,0.53,0.02,102360,146,700,0.5,1.27,62.11,-0.92,31.62,351,-0.48,-1.17,64.18,0.93,29.23,349
2,0.53,0.03,139546,200,699,0.66,0.79,86.61,-0.35,7.41,351,-0.67,-0.8,87.36,0.42,7.18,348
5,0.53,0.03,105120,150,699,0.5,1.01,66.1,-0.66,26.21,351,-0.51,-0.94,69.54,0.66,22.13,348
10,0.53,0.03,102120,146,699,0.5,1.27,62.11,-0.92,31.62,351,-0.48,-1.17,64.08,0.93,29.31,348
2,0.53,0.04,138976,199,698,0.66,0.79,86.57,-0.35,7.43,350,-0.67,-0.8,87.36,0.42,7.18,348
5,0.53,0.04,104850,150,698,0.5,1.01,66,-0.66,26.29,350,-0.51,-0.94,69.54,0.66,22.13,348
10,0.53,0.04,101370,145,698,0.49,1.27,62,-0.92,31.71,350,-0.48,-1.17,64.08,0.93,29.31,348
2,0.53,0.05,138556,199,697,0.65,0.79,86.53,-0.35,7.45,349,-0.67,-0.8,87.36,0.42,7.18,348
5,0.53,0.05,103800,149,697,0.49,1,65.9,-0.66,26.36,349,-0.51,-0.94,69.54,0.66,22.13,348
10,0.53,0.05,100890,145,697,0.49,1.26,61.89,-0.92,31.81,349,-0.48,-1.17,64.08,0.93,29.31,348
2,0.53,0.06,138496,199,696,0.66,0.79,86.49,-0.35,7.47,348,-0.67,-0.8,87.36,0.42,7.18,348
5,0.53,0.06,103800,149,696,0.49,1,66.09,-0.66,26.44,348,-0.51,-0.94,69.54,0.66,22.13,348
10,0.53,0.06,100890,145,696,0.49,1.26,62.07,-0.92,31.9,348,-0.48,-1.17,64.08,0.93,29.31,348
2,0.53,0.07,138226,199,693,0.66,0.79,86.42,-0.35,7.51,346,-0.67,-0.8,87.32,0.42,7.2,347
5,0.53,0.07,103320,149,693,0.49,1.01,65.9,-0.66,26.59,346,-0.51,-0.94,69.45,0.66,22.19,347
10,0.53,0.07,100410,145,693,0.49,1.27,61.85,-0.92,32.08,346,-0.48,-1.17,63.98,0.93,29.39,347
2,0.53,0.08,138166,200,690,0.66,0.79,86.63,-0.35,7.56,344,-0.67,-0.8,87.57,0.42,7.23,346
5,0.53,0.08,103200,150,690,0.49,1.01,65.99,-0.66,26.74,344,-0.51,-0.94,69.65,0.66,22.25,346
10,0.53,0.08,100230,145,690,0.49,1.27,61.92,-0.93,31.98,344,-0.48,-1.17,64.16,0.93,29.48,346
2,0.53,0.09,136576,201,681,0.66,0.8,86.39,-0.35,7.69,338,-0.68,-0.81,87.46,0.42,7.29,343
5,0.53,0.09,101490,149,681,0.49,1.02,65.38,-0.66,27.22,338,-0.51,-0.94,69.39,0.66,22.45,343
10,0.53,0.09,98370,144,681,0.49,1.28,61.54,-0.92,32.25,338,-0.47,-1.18,63.85,0.93,29.74,343
2,0.53,0.1,135916,201,675,0.67,0.8,86.19,-0.35,7.81,333,-0.68,-0.81,87.43,0.42,7.31,342
5,0.53,0.1,101430,150,675,0.49,1.02,66.07,-0.66,27.33,333,-0.51,-0.95,69.3,0.66,22.51,342
10,0.53,0.1,98880,146,675,0.5,1.28,62.46,-0.94,31.53,333,-0.48,-1.18,63.74,0.93,29.82,342
2,0.53,0.11,135016,202,667,0.67,0.8,86.4,-0.35,7.85,331,-0.68,-0.82,87.5,0.42,7.44,336
5,0.53,0.11,100620,151,667,0.49,1.02,66.16,-0.66,27.49,331,-0.51,-0.96,69.35,0.67,22.32,336
10,0.53,0.11,97740,147,667,0.5,1.29,62.24,-0.94,31.72,331,-0.47,-1.18,63.69,0.94,29.76,336
2,0.53,0.12,132016,205,645,0.68,0.81,86.88,-0.38,7.5,320,-0.69,-0.82,87.69,0.43,7.08,325
5,0.53,0.12,97770,152,645,0.49,1.03,65.94,-0.67,27.81,320,-0.52,-0.96,69.54,0.68,22.46,325
10,0.53,0.12,95940,149,645,0.51,1.3,62.5,-0.95,31.56,320,-0.48,-1.19,64,0.97,29.54,325
2,0.53,0.13,128769,206,624,0.68,0.81,87.14,-0.37,7.4,311,-0.7,-0.82,88.18,0.45,6.71,313
5,0.53,0.13,96930,155,624,0.51,1.03,67.2,-0.68,27.33,311,-0.53,-0.98,69.33,0.68,22.36,313
10,0.53,0.13,95250,153,624,0.54,1.31,63.34,-0.97,30.55,311,-0.48,-1.22,63.26,0.97,30.03,313
2,0.53,0.14,125469,207,606,0.69,0.82,86.67,-0.37,7.67,300,-0.69,-0.82,87.91,0.45,6.86,306
5,0.53,0.14,94170,155,606,0.5,1.04,66.67,-0.7,27.67,300,-0.53,-0.99,69.28,0.69,22.22,306
10,0.53,0.14,92610,153,606,0.53,1.32,63,-0.98,30.67,300,-0.49,-1.22,64.05,1.01,29.41,306
2,0.53,0.15,122649,208,591,0.69,0.83,86.55,-0.38,7.59,290,-0.7,-0.83,87.71,0.45,6.98,301
5,0.53,0.15,93000,157,591,0.51,1.06,66.55,-0.71,27.59,290,-0.54,-1,69.44,0.71,21.93,301
10,0.53,0.15,91320,155,591,0.54,1.32,63.79,-0.99,30.69,290,-0.49,-1.22,64.45,1.02,29.24,301
2,0.53,0.16,120339,209,575,0.7,0.84,86.12,-0.38,7.83,281,-0.7,-0.84,87.41,0.45,7.14,294
5,0.53,0.16,91140,159,575,0.52,1.07,66.9,-0.72,27.4,281,-0.54,-1.01,68.71,0.71,22.45,294
10,0.53,0.16,89790,156,575,0.56,1.35,64.41,-1,30.96,281,-0.49,-1.23,64.29,1.03,29.59,294
2,0.53,0.17,117339,210,560,0.7,0.85,85.77,-0.38,8.03,274,-0.7,-0.84,87.41,0.45,7.34,286
5,0.53,0.17,88590,158,560,0.51,1.07,66.42,-0.73,27.74,274,-0.54,-1.02,68.88,0.73,22.03,286
10,0.53,0.17,86730,155,560,0.54,1.33,64.23,-1.01,31.02,274,-0.49,-1.25,63.99,1.03,29.72,286
2,0.53,0.18,114129,213,535,0.71,0.86,85.44,-0.37,8.05,261,-0.72,-0.85,87.96,0.46,6.93,274
5,0.53,0.18,87180,163,535,0.53,1.1,66.28,-0.71,27.97,261,-0.56,-1.04,68.98,0.73,22.26,274
10,0.53,0.18,85290,159,535,0.57,1.37,64.37,-1.01,31.03,261,-0.49,-1.25,63.87,1.04,29.56,274
2,0.53,0.19,111999,216,518,0.72,0.87,86.17,-0.39,7.51,253,-0.72,-0.85,87.92,0.44,6.79,265
5,0.53,0.19,85230,165,518,0.55,1.11,66.8,-0.71,27.67,253,-0.55,-1.04,68.68,0.73,22.26,265
10,0.53,0.19,84210,163,518,0.6,1.38,65.22,-1.02,30.04,253,-0.49,-1.26,63.77,1.04,29.81,265
2,0.53,0.2,109179,220,497,0.73,0.88,86.42,-0.39,7.82,243,-0.73,-0.86,88.58,0.47,6.3,254
5,0.53,0.2,84810,171,497,0.57,1.12,67.9,-0.73,26.34,243,-0.57,-1.05,69.69,0.74,22.05,254
10,0.53,0.2,85050,171,497,0.63,1.4,66.26,-1.02,28.81,243,-0.51,-1.27,64.57,1.05,29.53,254
2,0.53,0.21,105939,221,480,0.74,0.89,86.61,-0.41,7.53,239,-0.74,-0.86,88.8,0.47,6.64,241
5,0.53,0.21,83460,174,480,0.57,1.13,67.36,-0.73,26.78,239,-0.59,-1.07,70.95,0.78,21.16,241
10,0.53,0.21,83820,175,480,0.63,1.41,66.11,-1.04,28.87,239,-0.53,-1.3,65.56,1.1,28.63,241
2,0.53,0.22,103539,224,463,0.74,0.89,86.75,-0.41,7.69,234,-0.75,-0.88,89.08,0.48,6.55,229
5,0.53,0.22,81120,175,463,0.56,1.13,67.09,-0.74,26.92,234,-0.61,-1.09,71.18,0.78,21.4,229
10,0.53,0.22,82320,178,463,0.63,1.41,66.24,-1.04,29.06,234,-0.55,-1.33,65.5,1.11,28.82,229
2,0.53,0.23,98619,226,437,0.73,0.89,86.04,-0.41,8.11,222,-0.77,-0.89,90.23,0.48,6.51,215
5,0.53,0.23,77040,176,437,0.56,1.12,67.57,-0.75,26.13,222,-0.62,-1.12,70.23,0.79,21.86,215
10,0.53,0.23,76470,175,437,0.62,1.38,67.12,-1.04,28.83,222,-0.54,-1.34,65.58,1.14,29.3,215
2,0.53,0.24,94531,223,423,0.72,0.88,85.58,-0.41,8.37,215,-0.77,-0.89,89.9,0.48,6.73,208
5,0.53,0.24,71880,170,423,0.52,1.08,66.98,-0.76,26.51,215,-0.61,-1.13,69.71,0.8,22.12,208
10,0.53,0.24,72720,172,423,0.61,1.38,66.51,-1.05,29.3,215,-0.53,-1.35,64.9,1.15,29.81,208
2,0.53,0.25,90107,224,402,0.72,0.87,85.92,-0.43,7.77,206,-0.78,-0.9,90.31,0.5,6.63,196
5,0.53,0.25,67530,168,402,0.52,1.08,66.5,-0.75,27.18,206,-0.61,-1.13,69.9,0.81,22.45,196
10,0.53,0.25,65220,162,402,0.57,1.35,65.53,-1.04,30.1,206,-0.51,-1.34,64.29,1.17,30.1,196
2,0.53,0.26,87227,226,386,0.73,0.89,85.79,-0.43,8.12,197,-0.78,-0.9,90.48,0.5,6.88,189
5,0.53,0.26,65010,168,386,0.51,1.09,65.99,-0.75,27.92,197,-0.62,-1.13,70.37,0.83,21.69,189
10,0.53,0.26,62490,162,386,0.56,1.37,64.97,-1.05,30.96,197,-0.51,-1.35,64.55,1.21,29.63,189
2,0.53,0.27,84010,223,376,0.7,0.87,85.19,-0.43,8.47,189,-0.79,-0.91,90.37,0.5,6.95,187
5,0.53,0.27,62280,166,376,0.49,1.1,64.55,-0.75,29.1,189,-0.62,-1.13,70.59,0.83,21.93,187
10,0.53,0.27,59370,158,376,0.53,1.37,63.49,-1.05,32.28,189,-0.52,-1.36,64.71,1.22,29.41,187
2,0.53,0.28,80560,226,357,0.72,0.87,86.59,-0.44,7.82,179,-0.78,-0.9,91.01,0.53,6.74,178
5,0.53,0.28,61980,174,357,0.5,1.09,65.36,-0.77,27.93,179,-0.66,-1.15,71.91,0.82,20.22,178
10,0.53,0.28,59730,167,357,0.55,1.4,63.69,-1.08,31.84,179,-0.57,-1.34,67.42,1.28,26.4,178
2,0.53,0.29,78993,228,347,0.73,0.87,87.43,-0.45,7.43,175,-0.79,-0.9,91.28,0.55,6.4,172
5,0.53,0.29,60450,174,347,0.5,1.09,65.71,-0.77,27.43,175,-0.66,-1.15,72.09,0.85,19.77,172
10,0.53,0.29,60270,174,347,0.58,1.42,64,-1.05,31.43,175,-0.58,-1.35,68.02,1.3,26.16,172
2,0.53,0.3,77493,230,337,0.73,0.88,86.98,-0.45,7.69,169,-0.8,-0.91,91.67,0.58,5.95,168
5,0.53,0.3,60600,180,337,0.52,1.1,66.86,-0.79,26.63,169,-0.68,-1.15,73.21,0.88,19.05,168
10,0.53,0.3,61620,183,337,0.62,1.44,65.09,-1.02,31.36,169,-0.6,-1.37,68.45,1.32,25.6,168
2,0.53,0.31,75423,233,324,0.75,0.89,87.34,-0.44,6.96,158,-0.8,-0.92,91.57,0.58,6.02,166
5,0.53,0.31,58680,181,324,0.52,1.1,66.46,-0.78,26.58,158,-0.68,-1.16,73.49,0.88,19.28,166
10,0.53,0.31,59520,184,324,0.63,1.44,65.82,-1.04,31.01,158,-0.6,-1.37,68.67,1.32,25.9,166
2,0.53,0.32,72086,233,310,0.74,0.89,86.75,-0.44,7.28,151,-0.81,-0.93,91.19,0.58,6.29,159
5,0.53,0.32,55020,177,310,0.5,1.11,64.9,-0.78,27.81,151,-0.68,-1.16,72.96,0.89,19.5,159
10,0.53,0.32,56010,181,310,0.61,1.46,64.9,-1.05,31.79,151,-0.59,-1.38,68.55,1.35,25.79,159
2,0.53,0.33,69476,234,297,0.75,0.91,86.01,-0.44,7.69,143,-0.81,-0.92,91.56,0.52,5.84,154
5,0.53,0.33,53100,179,297,0.49,1.11,65.03,-0.81,27.97,143,-0.69,-1.17,73.38,0.9,18.83,154
10,0.53,0.33,53190,179,297,0.6,1.43,65.73,-1.08,32.17,143,-0.6,-1.38,68.83,1.35,25.97,154
2,0.53,0.34,68606,237,289,0.77,0.91,87.14,-0.41,6.43,140,-0.81,-0.92,91.95,0.52,6.04,149
5,0.53,0.34,52440,181,289,0.52,1.11,65.71,-0.8,27.14,140,-0.69,-1.17,73.83,0.92,18.79,149
10,0.53,0.34,53010,183,289,0.63,1.45,66.43,-1.05,31.43,140,-0.59,-1.39,68.46,1.38,26.17,149
2,0.53,0.35,65756,239,275,0.78,0.93,87.02,-0.44,6.11,131,-0.81,-0.92,91.67,0.52,6.25,144
5,0.53,0.35,49890,181,275,0.5,1.12,65.65,-0.8,29.01,131,-0.7,-1.2,72.92,0.92,19.44,144
10,0.53,0.35,50250,183,275,0.62,1.5,64.89,-1.06,32.82,131,-0.6,-1.42,68.06,1.4,26.39,144
2,0.53,0.36,65126,240,271,0.79,0.94,86.72,-0.44,6.25,128,-0.81,-0.92,91.61,0.52,6.29,143
5,0.53,0.36,50100,185,271,0.53,1.12,67.19,-0.83,27.34,128,-0.7,-1.21,72.73,0.92,19.58,143
10,0.53,0.36,50460,186,271,0.65,1.51,65.62,-1.08,32.03,128,-0.6,-1.43,67.83,1.4,26.57,143
2,0.53,0.37,62126,242,257,0.79,0.96,85.95,-0.44,6.61,121,-0.82,-0.93,91.18,0.52,6.62,136
5,0.53,0.37,45930,179,257,0.49,1.11,66.12,-0.83,28.93,121,-0.69,-1.22,72.06,0.92,20.59,136
10,0.53,0.37,45150,176,257,0.61,1.5,64.46,-1.1,33.06,121,-0.57,-1.4,67.65,1.44,26.47,136
2,0.53,0.38,59036,241,245,0.8,0.97,85.34,-0.44,6.9,116,-0.81,-0.93,90.7,0.52,6.98,129
5,0.53,0.38,43620,178,245,0.5,1.11,67.24,-0.88,27.59,116,-0.67,-1.22,71.32,0.94,20.93,129
10,0.53,0.38,42810,175,245,0.64,1.5,66.38,-1.13,31.03,116,-0.53,-1.39,66.67,1.44,27.91,129
2,0.53,0.39,57446,242,237,0.8,0.98,84.68,-0.44,7.21,111,-0.81,-0.93,91.27,0.54,6.35,126
