pred_horizon_s,signal_thres,vol_thres,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
5,0.53,0.39,42660,180,237,0.5,1.12,66.67,-0.88,27.93,111,-0.69,-1.23,72.22,0.95,20.63,126
10,0.53,0.39,41160,174,237,0.63,1.51,65.77,-1.14,31.53,111,-0.53,-1.4,66.67,1.44,27.78,126
2,0.54,0,127914,200,640,0.66,0.79,86.29,-0.35,7.48,321,-0.68,-0.8,87.46,0.41,6.58,319
5,0.54,0,98580,154,640,0.51,1.03,66.36,-0.65,26.48,321,-0.52,-0.94,69.91,0.65,21.63,319
10,0.54,0,90720,142,640,0.49,1.25,62.62,-0.94,31.78,321,-0.46,-1.15,63.64,0.94,29.15,319
2,0.54,0.01,127914,200,640,0.66,0.79,86.29,-0.35,7.48,321,-0.68,-0.8,87.46,0.41,6.58,319
5,0.54,0.01,98580,154,640,0.51,1.03,66.36,-0.65,26.48,321,-0.52,-0.94,69.91,0.65,21.63,319
10,0.54,0.01,90720,142,640,0.49,1.25,62.62,-0.94,31.78,321,-0.46,-1.15,63.64,0.94,29.15,319
2,0.54,0.02,127914,200,640,0.66,0.79,86.29,-0.35,7.48,321,-0.68,-0.8,87.46,0.41,6.58,319
5,0.54,0.02,98580,154,640,0.51,1.03,66.36,-0.65,26.48,321,-0.52,-0.94,69.91,0.65,21.63,319
10,0.54,0.02,90720,142,640,0.49,1.25,62.62,-0.94,31.78,321,-0.46,-1.15,63.64,0.94,29.15,319
2,0.54,0.03,127794,200,639,0.66,0.79,86.29,-0.35,7.48,321,-0.68,-0.81,87.42,0.41,6.6,318
5,0.54,0.03,98160,154,639,0.51,1.03,66.36,-0.65,26.48,321,-0.51,-0.94,69.81,0.65,21.7,318
10,0.54,0.03,90480,142,639,0.49,1.25,62.62,-0.94,31.78,321,-0.46,-1.15,63.52,0.94,29.25,318
2,0.54,0.04,127224,199,638,0.65,0.79,86.25,-0.35,7.5,320,-0.68,-0.81,87.42,0.41,6.6,318
5,0.54,0.04,97890,153,638,0.51,1.03,66.25,-0.65,26.56,320,-0.51,-0.94,69.81,0.65,21.7,318
10,0.54,0.04,89730,141,638,0.48,1.25,62.5,-0.94,31.88,320,-0.46,-1.15,63.52,0.94,29.25,318
2,0.54,0.05,126804,199,637,0.65,0.79,86.21,-0.35,7.52,319,-0.68,-0.81,87.42,0.41,6.6,318
5,0.54,0.05,96840,152,637,0.5,1.02,66.14,-0.65,26.65,319,-0.51,-0.94,69.81,0.65,21.7,318
10,0.54,0.05,89250,140,637,0.48,1.24,62.38,-0.94,31.97,319,-0.46,-1.15,63.52,0.94,29.25,318
2,0.54,0.06,126804,199,637,0.65,0.79,86.21,-0.35,7.52,319,-0.68,-0.81,87.42,0.41,6.6,318
5,0.54,0.06,96840,152,637,0.5,1.02,66.14,-0.65,26.65,319,-0.51,-0.94,69.81,0.65,21.7,318
10,0.54,0.06,89250,140,637,0.48,1.24,62.38,-0.94,31.97,319,-0.46,-1.15,63.52,0.94,29.25,318
2,0.54,0.07,126534,200,634,0.65,0.79,86.12,-0.35,7.57,317,-0.68,-0.81,87.38,0.41,6.62,317
5,0.54,0.07,96360,152,634,0.5,1.02,65.93,-0.65,26.81,317,-0.51,-0.94,69.72,0.65,21.77,317
10,0.54,0.07,88770,140,634,0.48,1.25,62.15,-0.94,32.18,317,-0.46,-1.16,63.41,0.94,29.34,317
2,0.54,0.08,126474,200,631,0.66,0.79,86.35,-0.35,7.62,315,-0.68,-0.81,87.66,0.41,6.65,316
5,0.54,0.08,96240,153,631,0.5,1.02,66.03,-0.65,26.98,315,-0.52,-0.94,69.94,0.65,21.84,316
10,0.54,0.08,88590,140,631,0.48,1.25,62.22,-0.94,32.06,315,-0.46,-1.16,63.61,0.94,29.43,316
2,0.54,0.09,124884,201,622,0.66,0.79,86.08,-0.35,7.77,309,-0.68,-0.81,87.54,0.41,6.71,313
5,0.54,0.09,94530,152,622,0.5,1.03,65.37,-0.65,27.51,309,-0.52,-0.95,69.65,0.65,22.04,313
10,0.54,0.09,86730,139,622,0.47,1.26,61.81,-0.94,32.36,309,-0.46,-1.16,63.26,0.94,29.71,313
2,0.54,0.1,124374,202,617,0.66,0.8,85.86,-0.35,7.89,304,-0.68,-0.81,87.54,0.41,6.71,313
5,0.54,0.1,94560,153,617,0.51,1.04,66.12,-0.65,27.63,304,-0.52,-0.95,69.65,0.65,22.04,313
10,0.54,0.1,87330,142,617,0.49,1.26,62.83,-0.95,31.58,304,-0.46,-1.16,63.26,0.94,29.71,313
2,0.54,0.11,123474,203,609,0.66,0.8,86.09,-0.35,7.95,302,-0.69,-0.82,87.62,0.41,6.84,307
5,0.54,0.11,93750,154,609,0.51,1.04,66.23,-0.65,27.81,302,-0.52,-0.96,69.71,0.66,21.82,307
10,0.54,0.11,86190,142,609,0.49,1.27,62.58,-0.95,31.79,302,-0.45,-1.16,63.19,0.95,29.64,307
2,0.54,0.12,120474,205,587,0.67,0.81,86.6,-0.38,7.56,291,-0.7,-0.82,87.84,0.43,6.42,296
5,0.54,0.12,90900,155,587,0.51,1.05,65.98,-0.66,28.18,291,-0.53,-0.96,69.93,0.67,21.96,296
10,0.54,0.12,84390,144,587,0.5,1.28,62.89,-0.97,31.62,291,-0.46,-1.17,63.51,0.98,29.39,296
2,0.54,0.13,117587,207,568,0.68,0.81,86.88,-0.37,7.45,282,-0.7,-0.83,88.46,0.45,5.94,286
5,0.54,0.13,90300,159,568,0.52,1.05,67.38,-0.67,27.66,282,-0.54,-0.98,69.93,0.68,21.68,286
10,0.54,0.13,84000,148,568,0.52,1.29,63.83,-0.99,30.5,282,-0.46,-1.2,62.94,0.99,29.72,286
2,0.54,0.14,114407,208,551,0.68,0.82,86.4,-0.37,7.72,272,-0.7,-0.83,88.17,0.45,6.09,279
5,0.54,0.14,87600,159,551,0.52,1.06,66.91,-0.69,27.94,272,-0.54,-0.99,69.89,0.69,21.51,279
10,0.54,0.14,81480,148,551,0.52,1.3,63.6,-1,30.51,272,-0.47,-1.2,63.8,1.03,29.03,279
2,0.54,0.15,111677,208,537,0.68,0.82,86.31,-0.38,7.6,263,-0.7,-0.83,87.96,0.45,6.2,274
5,0.54,0.15,86490,161,537,0.52,1.07,66.92,-0.7,27.76,263,-0.55,-1,70.07,0.71,21.17,274
10,0.54,0.15,80190,149,537,0.53,1.3,64.26,-1.01,30.42,263,-0.47,-1.2,64.23,1.04,28.83,274
2,0.54,0.16,109457,210,522,0.69,0.84,85.88,-0.38,7.84,255,-0.71,-0.84,87.64,0.45,6.37,267
5,0.54,0.16,84630,162,522,0.53,1.09,67.06,-0.72,27.45,255,-0.55,-1.01,69.29,0.71,21.72,267
10,0.54,0.16,78660,151,522,0.54,1.32,64.71,-1.03,30.59,255,-0.47,-1.21,64.04,1.05,29.21,267
2,0.54,0.17,106787,210,508,0.69,0.84,85.48,-0.38,8.06,248,-0.71,-0.84,87.69,0.45,6.54,260
5,0.54,0.17,82200,162,508,0.52,1.09,66.53,-0.73,27.82,248,-0.56,-1.02,69.62,0.73,21.15,260
10,0.54,0.17,75210,148,508,0.53,1.31,64.52,-1.04,30.65,248,-0.46,-1.23,63.46,1.06,29.62,260
2,0.54,0.18,103847,215,484,0.7,0.86,85.17,-0.37,8.05,236,-0.73,-0.86,88.31,0.46,6.05,248
5,0.54,0.18,80910,167,484,0.54,1.11,66.53,-0.7,27.97,236,-0.57,-1.04,69.76,0.73,21.37,248
10,0.54,0.18,73710,152,484,0.55,1.35,64.41,-1.02,30.93,236,-0.46,-1.23,63.31,1.07,29.44,248
2,0.54,0.19,101507,217,468,0.72,0.87,85.96,-0.4,7.46,228,-0.73,-0.86,87.92,0.46,6.25,240
5,0.54,0.19,78690,168,468,0.56,1.13,67.11,-0.7,27.63,228,-0.56,-1.04,69.17,0.74,21.67,240
10,0.54,0.19,72210,154,468,0.58,1.36,65.35,-1.04,29.82,228,-0.45,-1.23,62.92,1.08,30,240
2,0.54,0.2,98807,221,448,0.73,0.88,86.3,-0.4,7.76,219,-0.74,-0.87,88.65,0.5,5.68,229
5,0.54,0.2,78150,174,448,0.58,1.14,68.04,-0.72,26.48,219,-0.58,-1.05,70.31,0.74,21.4,229
10,0.54,0.2,73230,163,448,0.62,1.37,66.67,-1.05,28.31,219,-0.47,-1.25,63.76,1.09,29.69,229
2,0.54,0.21,95627,221,432,0.73,0.88,86.51,-0.42,7.44,215,-0.74,-0.87,88.94,0.5,5.99,217
5,0.54,0.21,76860,178,432,0.58,1.15,67.44,-0.72,26.98,215,-0.6,-1.06,71.89,0.79,20.28,217
10,0.54,0.21,72060,167,432,0.62,1.38,66.51,-1.06,28.37,215,-0.5,-1.27,64.98,1.15,28.57,217
2,0.54,0.22,93227,225,415,0.74,0.89,86.67,-0.42,7.62,210,-0.76,-0.89,89.27,0.51,5.85,205
5,0.54,0.22,74520,180,415,0.58,1.16,67.14,-0.73,27.14,210,-0.62,-1.08,72.2,0.79,20.49,205
10,0.54,0.22,70560,170,415,0.62,1.39,66.67,-1.07,28.57,210,-0.51,-1.31,64.88,1.17,28.78,205
2,0.54,0.23,88637,226,392,0.73,0.89,85.86,-0.42,8.08,198,-0.78,-0.9,90.21,0.51,6.19,194
5,0.54,0.23,71250,182,392,0.58,1.14,67.68,-0.74,26.26,198,-0.64,-1.12,71.65,0.8,20.62,194
10,0.54,0.23,65040,166,392,0.61,1.35,67.68,-1.07,28.28,198,-0.5,-1.3,64.95,1.19,29.38,194
2,0.54,0.24,84790,224,379,0.71,0.88,85.34,-0.42,8.38,191,-0.78,-0.9,89.89,0.51,6.38,188
5,0.54,0.24,66150,175,379,0.54,1.1,67.02,-0.75,26.7,191,-0.63,-1.12,71.28,0.81,20.74,188
10,0.54,0.24,61380,162,379,0.6,1.35,67.02,-1.08,28.8,191,-0.48,-1.3,64.36,1.2,29.79,188
2,0.54,0.25,80366,224,358,0.71,0.87,85.71,-0.44,7.69,182,-0.79,-0.91,90.34,0.54,6.25,176
5,0.54,0.25,61800,173,358,0.53,1.1,66.48,-0.74,27.47,182,-0.63,-1.12,71.59,0.83,21.02,176
10,0.54,0.25,53880,151,358,0.55,1.31,65.93,-1.07,29.67,182,-0.45,-1.29,63.64,1.22,30.11,176
2,0.54,0.26,77876,226,344,0.72,0.88,85.63,-0.44,8.05,174,-0.79,-0.91,90.59,0.54,6.47,170
5,0.54,0.26,59790,174,344,0.52,1.1,66.09,-0.74,28.16,174,-0.64,-1.12,72.35,0.85,20,170
10,0.54,0.26,52260,152,344,0.54,1.33,65.52,-1.08,30.46,174,-0.47,-1.32,64.12,1.26,29.41,170
2,0.54,0.27,75296,225,335,0.7,0.87,85.03,-0.44,8.38,167,-0.8,-0.92,90.48,0.54,6.55,168
5,0.54,0.27,58050,173,335,0.51,1.13,64.67,-0.74,29.34,167,-0.64,-1.12,72.62,0.85,20.24,168
10,0.54,0.27,50760,152,335,0.53,1.37,64.07,-1.08,31.74,167,-0.48,-1.33,64.29,1.28,29.17,168
2,0.54,0.28,71876,225,319,0.71,0.87,86.08,-0.46,8.23,158,-0.79,-0.9,91.3,0.58,6.21,161
5,0.54,0.28,57060,179,319,0.51,1.13,65.19,-0.77,28.48,158,-0.68,-1.14,73.29,0.83,19.25,161
10,0.54,0.28,50340,158,319,0.54,1.4,63.92,-1.12,31.65,158,-0.51,-1.31,66.46,1.33,26.71,161
2,0.54,0.29,70189,226,310,0.72,0.87,87.01,-0.47,7.79,154,-0.79,-0.91,91.03,0.58,6.41,156
5,0.54,0.29,55470,179,310,0.52,1.12,65.58,-0.77,27.92,154,-0.67,-1.14,73.08,0.83,19.23,156
10,0.54,0.29,51300,165,310,0.57,1.42,64.29,-1.09,31.17,154,-0.53,-1.32,67.31,1.36,26.28,156
2,0.54,0.3,68869,229,301,0.72,0.88,86.58,-0.47,8.05,149,-0.8,-0.92,91.45,0.62,5.92,152
5,0.54,0.3,55440,184,301,0.54,1.14,66.44,-0.79,27.52,149,-0.69,-1.14,74.34,0.87,18.42,152
10,0.54,0.3,52050,173,301,0.6,1.44,65.1,-1.07,31.54,149,-0.55,-1.33,67.76,1.38,25.66,152
2,0.54,0.31,67339,231,292,0.73,0.87,87.32,-0.46,7.04,142,-0.8,-0.92,91.33,0.62,6,150
5,0.54,0.31,54330,186,292,0.54,1.14,66.2,-0.77,27.46,142,-0.69,-1.15,74.67,0.87,18.67,150
10,0.54,0.31,50310,172,292,0.6,1.43,65.49,-1.08,30.99,142,-0.55,-1.33,68,1.38,26,150
2,0.54,0.32,64669,231,280,0.73,0.88,86.76,-0.46,7.35,136,-0.81,-0.93,90.97,0.62,6.25,144
5,0.54,0.32,51060,182,280,0.53,1.16,64.71,-0.77,28.68,136,-0.68,-1.16,73.61,0.87,19.44,144
10,0.54,0.32,46890,167,280,0.58,1.43,64.71,-1.1,31.62,136,-0.54,-1.34,67.36,1.39,26.39,144
2,0.54,0.33,62209,232,268,0.74,0.9,86.05,-0.46,7.75,129,-0.81,-0.92,91.37,0.56,5.76,139
5,0.54,0.33,49320,184,268,0.52,1.16,65.12,-0.8,28.68,129,-0.7,-1.17,74.1,0.89,18.71,139
10,0.54,0.33,44430,166,268,0.57,1.4,65.89,-1.12,31.78,129,-0.54,-1.34,67.63,1.38,26.62,139
2,0.54,0.34,61339,236,260,0.76,0.9,87.3,-0.44,6.35,126,-0.81,-0.92,91.79,0.56,5.97,134
5,0.54,0.34,48660,187,260,0.55,1.17,65.87,-0.79,27.78,126,-0.7,-1.16,74.63,0.91,18.66,134
10,0.54,0.34,44250,170,260,0.61,1.42,66.67,-1.1,30.95,126,-0.53,-1.36,67.16,1.42,26.87,134
2,0.54,0.35,58549,236,248,0.76,0.92,86.55,-0.44,6.72,119,-0.81,-0.92,91.47,0.56,6.2,129
5,0.54,0.35,46170,186,248,0.53,1.16,65.55,-0.79,29.41,119,-0.7,-1.2,73.64,0.91,19.38,129
10,0.54,0.35,42000,169,248,0.6,1.46,65.55,-1.11,31.93,119,-0.53,-1.38,66.67,1.44,27.13,129
2,0.54,0.36,57919,237,244,0.77,0.93,86.21,-0.44,6.9,116,-0.81,-0.92,91.41,0.56,6.25,128
5,0.54,0.36,46380,190,244,0.56,1.16,67.24,-0.83,27.59,116,-0.7,-1.2,73.44,0.91,19.53,128
10,0.54,0.36,42210,173,244,0.63,1.47,66.38,-1.13,31.03,116,-0.53,-1.39,66.41,1.44,27.34,128
2,0.54,0.37,55999,240,233,0.78,0.95,85.45,-0.44,7.27,110,-0.82,-0.94,91.06,0.56,6.5,123
5,0.54,0.37,43530,187,233,0.52,1.14,66.36,-0.83,29.09,110,-0.72,-1.23,73.17,0.91,20.33,123
10,0.54,0.37,38820,167,233,0.58,1.45,65.45,-1.16,31.82,110,-0.53,-1.4,66.67,1.48,26.83,123
2,0.54,0.38,53149,238,223,0.78,0.96,84.91,-0.44,7.55,106,-0.81,-0.93,90.6,0.56,6.84,117
5,0.54,0.38,41520,186,223,0.53,1.15,66.98,-0.86,28.3,106,-0.7,-1.23,72.65,0.94,20.51,117
10,0.54,0.38,36780,165,223,0.61,1.44,66.98,-1.17,30.19,106,-0.49,-1.39,65.81,1.48,28.21,117
2,0.54,0.39,51559,240,215,0.78,0.97,84.16,-0.44,7.92,101,-0.81,-0.93,91.23,0.59,6.14,114
5,0.54,0.39,40560,189,215,0.52,1.16,66.34,-0.86,28.71,101,-0.72,-1.24,73.68,0.94,20.18,114
10,0.54,0.39,35130,163,215,0.6,1.45,66.34,-1.18,30.69,101,-0.5,-1.39,65.79,1.49,28.07,114
2,0.55,0,116094,205,566,0.67,0.81,86.21,-0.34,7.59,290,-0.69,-0.81,88.04,0.36,5.8,276
5,0.55,0,93270,165,566,0.53,1.05,66.9,-0.65,26.55,290,-0.57,-0.99,70.65,0.61,21.01,276
10,0.55,0,87720,155,566,0.51,1.28,62.76,-0.93,31.72,290,-0.52,-1.22,64.86,0.89,29.71,276
2,0.55,0.01,116094,205,566,0.67,0.81,86.21,-0.34,7.59,290,-0.69,-0.81,88.04,0.36,5.8,276
5,0.55,0.01,93270,165,566,0.53,1.05,66.9,-0.65,26.55,290,-0.57,-0.99,70.65,0.61,21.01,276
10,0.55,0.01,87720,155,566,0.51,1.28,62.76,-0.93,31.72,290,-0.52,-1.22,64.86,0.89,29.71,276
2,0.55,0.02,116094,205,566,0.67,0.81,86.21,-0.34,7.59,290,-0.69,-0.81,88.04,0.36,5.8,276
5,0.55,0.02,93270,165,566,0.53,1.05,66.9,-0.65,26.55,290,-0.57,-0.99,70.65,0.61,21.01,276
10,0.55,0.02,87720,155,566,0.51,1.28,62.76,-0.93,31.72,290,-0.52,-1.22,64.86,0.89,29.71,276
2,0.55,0.03,115974,205,565,0.67,0.81,86.21,-0.34,7.59,290,-0.69,-0.81,88,0.36,5.82,275
5,0.55,0.03,92850,164,565,0.53,1.05,66.9,-0.65,26.55,290,-0.57,-0.99,70.55,0.61,21.09,275
10,0.55,0.03,87480,155,565,0.51,1.28,62.76,-0.93,31.72,290,-0.52,-1.22,64.73,0.89,29.82,275
2,0.55,0.04,115404,205,564,0.67,0.81,86.16,-0.34,7.61,289,-0.69,-0.81,88,0.36,5.82,275
5,0.55,0.04,92580,164,564,0.53,1.05,66.78,-0.65,26.64,289,-0.57,-0.99,70.55,0.61,21.09,275
10,0.55,0.04,86730,154,564,0.5,1.28,62.63,-0.93,31.83,289,-0.52,-1.22,64.73,0.89,29.82,275
2,0.55,0.05,114984,204,563,0.67,0.81,86.11,-0.34,7.64,288,-0.69,-0.81,88,0.36,5.82,275
5,0.55,0.05,91530,163,563,0.52,1.03,66.67,-0.65,26.74,288,-0.57,-0.99,70.55,0.61,21.09,275
10,0.55,0.05,86250,153,563,0.5,1.27,62.5,-0.93,31.94,288,-0.52,-1.22,64.73,0.89,29.82,275
2,0.55,0.06,114984,204,563,0.67,0.81,86.11,-0.34,7.64,288,-0.69,-0.81,88,0.36,5.82,275
5,0.55,0.06,91530,163,563,0.52,1.03,66.67,-0.65,26.74,288,-0.57,-0.99,70.55,0.61,21.09,275
10,0.55,0.06,86250,153,563,0.5,1.27,62.5,-0.93,31.94,288,-0.52,-1.22,64.73,0.89,29.82,275
2,0.55,0.07,114894,204,562,0.67,0.81,86.06,-0.34,7.67,287,-0.69,-0.81,88,0.36,5.82,275
5,0.55,0.07,91350,163,562,0.51,1.04,66.55,-0.65,26.83,287,-0.57,-0.99,70.55,0.61,21.09,275
10,0.55,0.07,86010,153,562,0.5,1.28,62.37,-0.93,32.06,287,-0.52,-1.22,64.73,0.89,29.82,275
2,0.55,0.08,114834,205,560,0.67,0.81,86.01,-0.34,7.69,286,-0.7,-0.81,88.32,0.36,5.84,274
5,0.55,0.08,91230,163,560,0.52,1.04,66.43,-0.65,26.92,286,-0.57,-0.99,70.8,0.61,21.17,274
10,0.55,0.08,85770,153,560,0.5,1.28,62.24,-0.93,32.17,286,-0.53,-1.22,64.96,0.89,29.93,274
2,0.55,0.09,113244,206,551,0.67,0.81,85.71,-0.34,7.86,280,-0.7,-0.82,88.19,0.36,5.9,271
5,0.55,0.09,89520,162,551,0.51,1.05,65.71,-0.65,27.5,280,-0.57,-1,70.48,0.61,21.4,271
10,0.55,0.09,83910,152,551,0.49,1.29,61.79,-0.92,32.5,280,-0.52,-1.22,64.58,0.89,30.26,271
2,0.55,0.1,112734,206,546,0.68,0.82,85.45,-0.34,8,275,-0.7,-0.82,88.19,0.36,5.9,271
5,0.55,0.1,89550,164,546,0.52,1.06,66.55,-0.66,27.64,275,-0.57,-1,70.48,0.61,21.4,271
10,0.55,0.1,84510,155,546,0.51,1.29,62.91,-0.94,31.64,275,-0.52,-1.22,64.58,0.89,30.26,271
2,0.55,0.11,111834,208,538,0.68,0.82,85.71,-0.34,8.06,273,-0.71,-0.83,88.3,0.36,6.04,265
5,0.55,0.11,88740,165,538,0.52,1.06,66.67,-0.66,27.84,273,-0.58,-1.01,70.57,0.62,21.13,265
10,0.55,0.11,83370,155,538,0.51,1.3,62.64,-0.94,31.87,273,-0.52,-1.23,64.53,0.91,30.19,265
2,0.55,0.12,109014,211,517,0.69,0.83,86.31,-0.37,7.6,263,-0.72,-0.83,88.58,0.36,5.51,254
5,0.55,0.12,86100,167,517,0.52,1.07,66.54,-0.67,28.14,263,-0.59,-1.02,70.87,0.63,21.26,254
10,0.55,0.12,81720,158,517,0.53,1.31,63.12,-0.96,31.56,263,-0.53,-1.24,64.96,0.94,29.92,254
2,0.55,0.13,106607,213,500,0.69,0.83,86.67,-0.36,7.45,255,-0.73,-0.83,89.39,0.39,4.9,245
5,0.55,0.13,85620,171,500,0.54,1.07,67.84,-0.68,27.45,255,-0.6,-1.04,71.02,0.64,20.82,245
10,0.55,0.13,81510,163,500,0.55,1.32,64.31,-0.98,30.2,255,-0.54,-1.27,64.49,0.94,30.2,245
2,0.55,0.14,103997,214,485,0.7,0.85,86.18,-0.36,7.72,246,-0.73,-0.84,89.12,0.39,5.02,239
5,0.55,0.14,83430,172,485,0.53,1.08,67.48,-0.7,27.64,246,-0.61,-1.05,71.13,0.65,20.5,239
10,0.55,0.14,79650,164,485,0.55,1.32,64.23,-0.99,30.08,246,-0.55,-1.27,65.69,0.99,29.29,239
2,0.55,0.15,101297,215,472,0.7,0.85,86.13,-0.37,7.56,238,-0.73,-0.84,88.89,0.39,5.13,234
5,0.55,0.15,82380,175,472,0.54,1.09,67.65,-0.72,27.31,238,-0.62,-1.06,71.37,0.67,20.09,234
10,0.55,0.15,78420,166,472,0.56,1.31,65.13,-1.01,29.83,238,-0.55,-1.27,66.24,1,29.06,234
2,0.55,0.16,99077,217,457,0.71,0.86,85.65,-0.37,7.83,230,-0.74,-0.85,88.55,0.39,5.29,227
5,0.55,0.16,80520,176,457,0.56,1.11,67.83,-0.73,26.96,230,-0.62,-1.08,70.48,0.67,20.7,227
10,0.55,0.16,76890,168,457,0.57,1.34,65.65,-1.03,30,230,-0.55,-1.28,66.08,1.01,29.52,227
2,0.55,0.17,96767,217,445,0.71,0.87,85.2,-0.37,8.07,223,-0.74,-0.86,88.74,0.39,5.41,222
5,0.55,0.17,78570,177,445,0.54,1.11,67.26,-0.74,27.35,223,-0.63,-1.08,71.17,0.69,19.82,222
10,0.55,0.17,73800,166,445,0.56,1.33,65.47,-1.04,30.04,223,-0.55,-1.3,65.77,1.02,29.73,222
2,0.55,0.18,94097,222,423,0.72,0.88,84.98,-0.36,7.98,213,-0.76,-0.87,89.52,0.39,4.76,210
5,0.55,0.18,77430,183,423,0.56,1.13,67.61,-0.72,27.23,213,-0.66,-1.11,71.43,0.69,20,210
10,0.55,0.18,72420,171,423,0.58,1.36,65.26,-1.02,30.05,213,-0.56,-1.31,65.71,1.03,29.52,210
2,0.55,0.19,92237,226,408,0.74,0.89,85.85,-0.39,7.32,205,-0.77,-0.88,89.16,0.39,4.93,203
5,0.55,0.19,75840,186,408,0.59,1.14,68.29,-0.72,26.83,205,-0.65,-1.12,70.94,0.7,20.2,203
10,0.55,0.19,70980,174,408,0.62,1.38,66.34,-1.04,28.78,205,-0.54,-1.31,65.52,1.04,30.05,203
2,0.55,0.2,89987,230,391,0.75,0.9,86.29,-0.39,7.61,197,-0.78,-0.89,90.21,0.44,4.12,194
5,0.55,0.2,75030,192,391,0.61,1.15,69.04,-0.74,25.89,197,-0.67,-1.14,71.65,0.69,20.1,194
10,0.55,0.2,71280,182,391,0.65,1.39,67.51,-1.07,27.41,197,-0.57,-1.33,65.98,1.05,29.38,194
2,0.55,0.21,87557,232,377,0.76,0.91,86.53,-0.41,7.25,193,-0.79,-0.89,90.76,0.44,4.35,184
5,0.55,0.21,73860,196,377,0.61,1.17,68.39,-0.74,26.42,193,-0.7,-1.15,73.37,0.74,19.02,184
10,0.55,0.21,70350,187,377,0.65,1.4,67.36,-1.08,27.46,193,-0.6,-1.34,67.93,1.12,27.72,184
2,0.55,0.22,85727,236,363,0.76,0.91,86.7,-0.41,7.45,188,-0.82,-0.91,91.43,0.44,4,175
5,0.55,0.22,71760,198,363,0.6,1.17,68.09,-0.75,26.6,188,-0.72,-1.17,73.71,0.74,18.86,175
10,0.55,0.22,69210,191,363,0.65,1.41,67.55,-1.1,27.66,188,-0.62,-1.37,68,1.14,27.43,175
2,0.55,0.23,81527,237,344,0.75,0.91,85.96,-0.41,7.87,178,-0.83,-0.92,92.77,0.44,4.22,166
5,0.55,0.23,68430,199,344,0.59,1.15,68.54,-0.76,25.84,178,-0.74,-1.2,73.49,0.75,18.67,166
10,0.55,0.23,63870,186,344,0.62,1.36,68.54,-1.11,27.53,178,-0.61,-1.37,68.07,1.16,27.71,166
2,0.55,0.24,77980,234,333,0.73,0.9,85.38,-0.41,8.19,171,-0.83,-0.92,92.59,0.44,4.32,162
5,0.55,0.24,63810,192,333,0.55,1.1,67.84,-0.76,26.32,171,-0.73,-1.19,73.46,0.76,18.52,162
10,0.55,0.24,61050,183,333,0.61,1.37,67.84,-1.12,28.07,171,-0.61,-1.38,67.9,1.18,27.78,162
2,0.55,0.25,73556,236,312,0.73,0.89,85.8,-0.43,7.41,162,-0.85,-0.93,93.33,0.48,4,150
5,0.55,0.25,59460,191,312,0.54,1.11,67.28,-0.76,27.16,162,-0.74,-1.2,74,0.79,18.67,150
10,0.55,0.25,53550,172,312,0.56,1.32,66.67,-1.11,29.01,162,-0.59,-1.37,67.33,1.2,28,150
2,0.55,0.26,71486,237,301,0.74,0.9,85.16,-0.43,7.74,155,-0.85,-0.93,93.84,0.48,4.11,146
5,0.55,0.26,57120,190,301,0.52,1.11,66.45,-0.76,28.39,155,-0.75,-1.2,74.66,0.8,17.81,146
10,0.55,0.26,51600,171,301,0.55,1.34,65.81,-1.13,29.68,155,-0.6,-1.39,67.81,1.25,27.4,146
2,0.55,0.27,69506,236,295,0.72,0.89,84.67,-0.43,8,150,-0.86,-0.93,93.79,0.48,4.14,145
5,0.55,0.27,55920,190,295,0.51,1.12,65.33,-0.76,29.33,150,-0.76,-1.2,75.17,0.8,17.93,145
10,0.55,0.27,50850,172,295,0.55,1.38,64.67,-1.13,30.67,150,-0.6,-1.39,68.28,1.27,26.9,145
2,0.55,0.28,66506,237,281,0.73,0.89,85.82,-0.45,7.8,141,-0.85,-0.92,94.29,0.48,4.29,140
5,0.55,0.28,54840,195,281,0.51,1.12,65.96,-0.8,28.37,141,-0.79,-1.21,75.71,0.76,17.14,140
10,0.55,0.28,49890,178,281,0.55,1.41,64.54,-1.17,30.5,141,-0.63,-1.37,70,1.31,25,140
2,0.55,0.29,64939,238,273,0.74,0.89,86.86,-0.46,7.3,137,-0.84,-0.92,94.12,0.48,4.41,136
5,0.55,0.29,53340,195,273,0.52,1.12,66.42,-0.79,27.74,137,-0.78,-1.2,75.74,0.77,16.91,136
10,0.55,0.29,50850,186,273,0.59,1.44,64.96,-1.13,29.93,137,-0.65,-1.38,70.59,1.35,24.26,136
2,0.55,0.3,64249,239,269,0.75,0.9,86.57,-0.46,7.46,134,-0.85,-0.92,94.07,0.48,4.44,135
5,0.55,0.3,53400,199,269,0.54,1.12,67.91,-0.82,26.87,134,-0.79,-1.21,75.56,0.77,17.04,135
10,0.55,0.3,51840,193,269,0.62,1.44,66.42,-1.11,29.85,134,-0.66,-1.38,71.11,1.34,23.7,135
2,0.55,0.31,62719,239,262,0.74,0.9,86.82,-0.5,6.98,129,-0.85,-0.93,93.98,0.48,4.51,133
5,0.55,0.31,52410,200,262,0.54,1.12,67.44,-0.8,27.13,129,-0.79,-1.22,75.94,0.77,17.29,133
