pred_horizon_s,signal_thres,vol_thres,point_per_round,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
2,0.11,0.24,0.1949,122222,18,6618,0.1972,0.4146,63.8135,-0.3335,20.1889,3388,-0.1924,-0.3975,65.4489,0.3461,19.5666,3230
5,0.11,0.24,0.1688,70410,11,6618,0.1703,0.5921,56.0803,-0.4882,33.1169,3388,-0.1672,-0.561,58.4211,0.514,31.2384,3230
10,0.11,0.24,0.1805,93600,14,6618,0.1831,0.8027,54.1913,-0.6719,37.4852,3388,-0.1777,-0.7394,56.5944,0.6699,35.9443,3230
2,0.11,0.25,0.1967,115219,19,6057,0.1999,0.4208,63.862,-0.3355,20.5029,3102,-0.1934,-0.4011,65.4822,0.3446,20.1015,2955
5,0.11,0.25,0.1721,70530,12,6057,0.1741,0.6017,56.0606,-0.4881,33.43,3102,-0.1701,-0.5706,58.3418,0.5197,31.3367,2955
10,0.11,0.25,0.1819,88320,15,6057,0.1846,0.8129,54.2231,-0.6791,37.7176,3102,-0.1791,-0.7566,56.1083,0.6771,36.2437,2955
2,0.11,0.26,0.1964,104136,19,5508,0.199,0.4236,63.617,-0.3377,20.8865,2820,-0.1936,-0.4035,65.4762,0.3488,20.2381,2688
5,0.11,0.26,0.1733,66090,12,5508,0.1733,0.6082,55.7092,-0.4914,33.6879,2820,-0.1734,-0.5759,58.6682,0.5289,31.1012,2688
10,0.11,0.26,0.1776,73140,13,5508,0.177,0.8206,53.5816,-0.6887,38.156,2820,-0.1783,-0.7556,56.25,0.681,36.2351,2688
2,0.11,0.27,0.1987,99069,20,5052,0.2021,0.4292,63.6889,-0.3395,20.9858,2597,-0.1951,-0.408,65.5397,0.3514,20.5703,2455
5,0.11,0.27,0.1768,65880,13,5052,0.1795,0.614,56.1417,-0.4961,33.3077,2597,-0.174,-0.5855,58.4521,0.5379,31.2831,2455
10,0.11,0.27,0.1797,70260,14,5052,0.182,0.8242,53.9084,-0.6867,38.1979,2597,-0.1772,-0.765,56.0489,0.6847,36.7413,2455
2,0.11,0.28,0.1975,88933,19,4617,0.1987,0.4331,63.0189,-0.3407,21.8029,2385,-0.1964,-0.4125,65.2778,0.3501,20.8333,2232
5,0.11,0.28,0.1784,62400,14,4617,0.1789,0.619,55.9748,-0.4978,33.6688,2385,-0.1779,-0.5967,58.4229,0.5468,31.2276,2232
10,0.11,0.28,0.1802,64920,14,4617,0.1769,0.8322,53.543,-0.6997,38.4067,2385,-0.1838,-0.7815,56.3172,0.697,36.7832,2232
2,0.11,0.29,0.1975,80369,19,4172,0.1968,0.4327,63.0175,-0.3451,21.9871,2174,-0.1983,-0.4144,65.5155,0.349,20.971,1998
5,0.11,0.29,0.1768,54370,13,4172,0.1751,0.6232,55.7958,-0.5051,34.1766,2174,-0.1786,-0.6026,58.5586,0.5534,31.4815,1998
10,0.11,0.29,0.1791,57310,14,4172,0.1713,0.8411,53.0359,-0.7052,38.9604,2174,-0.1876,-0.7963,56.3063,0.7088,36.7868,1998
2,0.11,0.3,0.1992,74949,20,3795,0.1962,0.4376,62.7551,-0.3518,22.2959,1960,-0.2024,-0.4184,65.7221,0.3489,20.8174,1835
5,0.11,0.3,0.1808,54000,14,3795,0.1753,0.6344,55.7653,-0.519,34.3878,1960,-0.1866,-0.6089,59.5095,0.5698,30.8447,1835
10,0.11,0.3,0.1839,57570,15,3795,0.1719,0.8526,52.8061,-0.7112,39.1327,1960,-0.1967,-0.8058,56.8392,0.72,36.2943,1835
2,0.11,0.31,0.203,72556,21,3473,0.1993,0.4418,62.8333,-0.3534,22.1667,1800,-0.2069,-0.4245,65.7501,0.35,20.6216,1673
5,0.11,0.31,0.183,51730,15,3473,0.1752,0.6414,55.2778,-0.5181,34.6111,1800,-0.1913,-0.6156,59.9522,0.5773,30.783,1673
10,0.11,0.31,0.1878,56710,16,3473,0.1686,0.8578,52.5,-0.7132,39.5,1800,-0.2084,-0.8141,57.621,0.7319,35.6246,1673
2,0.11,0.32,0.2004,64436,20,3201,0.1985,0.4453,62.7557,-0.3539,22.864,1662,-0.2025,-0.4238,65.4971,0.3533,21.2476,1539
5,0.11,0.32,0.1766,41580,13,3201,0.172,0.6521,54.7533,-0.5221,35.4392,1662,-0.1816,-0.6207,59.1293,0.5834,31.7739,1539
10,0.11,0.32,0.185,49620,16,3201,0.1697,0.8828,52.0457,-0.7241,40.012,1662,-0.2015,-0.8231,57.18,0.7545,35.6725,1539
2,0.11,0.33,0.2021,60823,21,2949,0.1983,0.4508,62.5245,-0.3591,23.2832,1529,-0.2062,-0.4268,65.7746,0.3528,21.1268,1420
5,0.11,0.33,0.179,40410,14,2949,0.1723,0.6554,54.6763,-0.5249,35.448,1529,-0.1863,-0.6327,59.1549,0.5933,31.6901,1420
10,0.11,0.33,0.187,47460,16,2949,0.1654,0.8859,51.6678,-0.7245,40.3532,1529,-0.2102,-0.8351,57.7465,0.7665,35.493,1420
2,0.11,0.34,0.2029,56543,21,2711,0.198,0.4547,62.3664,-0.3652,23.4498,1403,-0.2081,-0.4315,66.208,0.3649,21.2538,1308
5,0.11,0.34,0.1783,36610,14,2711,0.1706,0.6622,54.4547,-0.5288,35.923,1403,-0.1866,-0.6398,59.4801,0.6084,31.8807,1308
10,0.11,0.34,0.1866,43360,16,2711,0.1639,0.9008,51.1761,-0.7287,40.7698,1403,-0.211,-0.8489,57.8746,0.7918,35.3976,1308
2,0.11,0.35,0.2041,52683,21,2481,0.1998,0.4606,62.1283,-0.362,23.8654,1278,-0.2087,-0.4348,66.3342,0.3715,21.4464,1203
5,0.11,0.35,0.1808,35310,14,2481,0.1721,0.6754,54.1471,-0.5311,36.4632,1278,-0.19,-0.6484,59.7672,0.6204,31.8371,1203
10,0.11,0.35,0.1902,42360,17,2481,0.166,0.9181,51.0955,-0.7365,41.1581,1278,-0.216,-0.8576,58.271,0.8088,35.079,1203
2,0.11,0.36,0.2057,49500,22,2279,0.2017,0.4646,62.2241,-0.3649,23.9389,1178,-0.21,-0.4432,66.1217,0.3763,22.0708,1101
5,0.11,0.36,0.1746,28180,12,2279,0.1643,0.6725,53.9898,-0.5335,37.2666,1178,-0.1856,-0.6565,59.673,0.6376,32.3342,1101
10,0.11,0.36,0.1832,34090,15,2279,0.1559,0.9239,50.5093,-0.7441,41.7657,1178,-0.2124,-0.8793,57.584,0.8234,35.6948,1101
2,0.11,0.37,0.2073,46710,22,2104,0.2014,0.468,62.3626,-0.3753,24.0842,1092,-0.2137,-0.449,66.3043,0.3831,21.9368,1012
5,0.11,0.37,0.1737,25460,12,2104,0.1631,0.6805,53.663,-0.5423,37.2711,1092,-0.1851,-0.6666,59.1897,0.6386,32.8063,1012
10,0.11,0.37,0.1871,33950,16,2104,0.1614,0.9311,50.9158,-0.7572,41.3004,1092,-0.2149,-0.8851,57.5099,0.8244,35.6719,1012
2,0.11,0.38,0.2082,43520,22,1937,0.206,0.4687,63.2047,-0.3816,23.64,1011,-0.2107,-0.4472,66.4147,0.3938,21.9222,926
5,0.11,0.38,0.1753,24370,13,1937,0.1649,0.6906,53.4125,-0.5441,37.4876,1011,-0.1866,-0.6764,59.0713,0.6444,33.0454,926
10,0.11,0.38,0.1867,31030,16,1937,0.1492,0.9263,50.4451,-0.7603,41.8398,1011,-0.2278,-0.8991,57.9914,0.8392,34.9892,926
2,0.11,0.39,0.2134,42756,24,1779,0.2139,0.4741,63.8116,-0.3814,23.2334,934,-0.2129,-0.4504,66.5089,0.3957,21.8935,845
5,0.11,0.39,0.1899,30180,17,1779,0.1785,0.7036,53.8544,-0.5395,37.152,934,-0.2025,-0.6857,58.9349,0.6129,32.8994,845
10,0.11,0.39,0.2052,38370,22,1779,0.1686,0.9439,50.9636,-0.756,41.3276,934,-0.2457,-0.9241,57.9882,0.8228,35.2663,845
2,0.12,0.05,0.1779,292545,13,21890,0.1804,0.3464,64.6198,-0.2806,15.5041,11139,-0.1753,-0.3323,65.6683,0.2888,14.8637,10751
5,0.12,0.05,0.1624,191020,9,21890,0.166,0.4751,57.8508,-0.3966,27.4441,11139,-0.1587,-0.4519,58.9154,0.4062,26.472,10751
10,0.12,0.05,0.1723,256030,12,21890,0.1738,0.6301,55.3281,-0.5222,33.468,11139,-0.1707,-0.5922,57.0366,0.5216,32.0249,10751
2,0.12,0.06,0.179,295115,14,21543,0.1813,0.3481,64.7247,-0.2818,15.5999,10968,-0.1766,-0.334,65.8345,0.2899,14.9409,10575
5,0.12,0.06,0.1631,192360,9,21543,0.1666,0.4785,57.8045,-0.3978,27.6532,10968,-0.1595,-0.4546,58.9598,0.408,26.6005,10575
10,0.12,0.06,0.1732,257430,12,21543,0.1744,0.6347,55.2972,-0.5242,33.6889,10968,-0.1719,-0.5956,57.1442,0.5239,32.1513,10575
2,0.12,0.07,0.1804,296305,14,20980,0.1826,0.3505,64.8226,-0.2824,15.7727,10683,-0.1781,-0.3365,66.0289,0.2911,15.15,10297
5,0.12,0.07,0.1641,193670,9,20980,0.1676,0.4831,57.7928,-0.3993,27.9322,10683,-0.1604,-0.4581,59.1046,0.4111,26.8331,10297
10,0.12,0.07,0.1741,256730,12,20980,0.1754,0.6417,55.2279,-0.5278,33.9137,10683,-0.1728,-0.6005,57.2691,0.5281,32.3978,10297
2,0.12,0.08,0.1821,295212,15,20191,0.1847,0.354,65.0369,-0.2843,16.0187,10288,-0.1793,-0.3386,66.2829,0.2935,15.3691,9903
5,0.12,0.08,0.1647,189950,9,20191,0.1688,0.489,57.7372,-0.4023,28.2173,10288,-0.1604,-0.4622,59.1033,0.4155,27.1332,9903
10,0.12,0.08,0.1748,250880,12,20191,0.177,0.6501,55.2488,-0.5341,34.1077,10288,-0.1724,-0.6067,57.215,0.534,32.7174,9903
2,0.12,0.09,0.1842,293342,15,19232,0.1864,0.3582,65.0607,-0.2878,16.209,9797,-0.1819,-0.3429,66.4441,0.2972,15.4743,9435
5,0.12,0.09,0.1665,191530,10,19232,0.1699,0.4948,57.7013,-0.4058,28.4781,9797,-0.163,-0.4685,59.3323,0.4211,27.3132,9435
10,0.12,0.09,0.1774,253990,13,19232,0.179,0.6584,55.3129,-0.5425,34.1431,9797,-0.1757,-0.6144,57.4881,0.5428,32.708,9435
2,0.12,0.1,0.1852,282118,16,18130,0.1875,0.3623,65.0574,-0.2906,16.562,9238,-0.1828,-0.3476,66.318,0.3008,15.8682,8892
5,0.12,0.1,0.1663,179450,10,18130,0.1697,0.5007,57.6099,-0.4114,28.8807,9238,-0.1629,-0.4743,59.233,0.427,27.6541,8892
10,0.12,0.1,0.1764,234110,13,18130,0.1776,0.6683,55.0552,-0.5518,34.488,9238,-0.1751,-0.6208,57.4449,0.5501,33.0072,8892
2,0.12,0.11,0.1866,271952,16,17018,0.1893,0.3662,65.1767,-0.2923,16.8861,8658,-0.1838,-0.3511,66.3278,0.302,16.2679,8360
5,0.12,0.11,0.1655,164320,10,17018,0.1685,0.5063,57.4151,-0.4161,29.3717,8658,-0.1625,-0.4807,59.0431,0.4319,28.0981,8360
10,0.12,0.11,0.175,212470,12,17018,0.1752,0.676,54.8395,-0.5589,34.985,8658,-0.1747,-0.6291,57.4402,0.56,33.3254,8360
2,0.12,0.12,0.1882,261332,16,15884,0.1908,0.3705,65.2072,-0.2946,17.2294,8085,-0.1854,-0.355,66.4316,0.3052,16.5149,7799
5,0.12,0.12,0.1664,157540,10,15884,0.1701,0.5128,57.3655,-0.4182,29.6722,8085,-0.1626,-0.4875,58.8793,0.4372,28.4652,7799
10,0.12,0.12,0.176,203080,13,15884,0.1769,0.6832,54.9412,-0.5661,35.0649,8085,-0.175,-0.6383,57.2638,0.5675,33.5684,7799
2,0.12,0.13,0.1895,248902,17,14778,0.1912,0.3738,65.0577,-0.2967,17.5308,7541,-0.1877,-0.3603,66.4226,0.3078,16.7749,7237
5,0.12,0.13,0.1657,143610,10,14778,0.1687,0.5193,57.1277,-0.4246,30.1286,7541,-0.1626,-0.4953,58.726,0.443,28.9485,7237
10,0.12,0.13,0.1768,192870,13,14778,0.177,0.6946,54.8071,-0.5769,35.3004,7541,-0.1766,-0.6499,57.2337,0.5778,33.7985,7237
2,0.12,0.14,0.1911,236758,17,13663,0.1922,0.3783,64.9319,-0.2997,17.8208,6975,-0.1899,-0.3641,66.6866,0.3115,16.9856,6688
5,0.12,0.14,0.1662,134600,10,13663,0.1673,0.5246,56.8889,-0.43,30.4946,6975,-0.165,-0.5023,58.9414,0.4506,29.0819,6688
10,0.12,0.14,0.1776,181610,13,13663,0.1748,0.7017,54.6093,-0.5857,35.5842,6975,-0.1806,-0.6607,57.5508,0.5906,33.8068,6688
2,0.12,0.15,0.1923,221988,18,12544,0.1929,0.3809,65.0698,-0.3045,18.031,6450,-0.1917,-0.3701,66.4916,0.3149,17.2629,6094
5,0.12,0.15,0.1684,132050,11,12544,0.1682,0.5324,56.6977,-0.4347,30.7442,6450,-0.1686,-0.5139,58.7627,0.4535,29.406,6094
10,0.12,0.15,0.1808,178760,14,12544,0.1775,0.7137,54.6667,-0.5951,35.7364,6450,-0.1843,-0.6721,57.7453,0.6054,33.6561,6094
2,0.12,0.16,0.1947,212512,18,11539,0.1962,0.3857,65.2944,-0.3045,18.2723,5927,-0.1931,-0.3748,66.3934,0.3157,17.6408,5612
5,0.12,0.16,0.1716,132620,11,11539,0.1728,0.5409,56.8584,-0.4381,30.7576,5927,-0.1704,-0.5194,58.9986,0.4624,29.4191,5612
10,0.12,0.16,0.1838,174680,15,11539,0.1831,0.7232,55.0025,-0.6027,35.6167,5927,-0.1845,-0.6818,57.5731,0.6122,33.9808,5612
2,0.12,0.17,0.1959,198599,19,10585,0.1986,0.3917,65.2709,-0.3085,18.494,5445,-0.193,-0.3771,66.4202,0.3202,17.9572,5140
5,0.12,0.17,0.1718,122120,12,10585,0.1738,0.5458,57.0064,-0.4437,30.9642,5445,-0.1697,-0.5239,59.0856,0.4741,29.4942,5140
10,0.12,0.17,0.1848,163280,15,10585,0.1854,0.7331,55.1882,-0.615,35.6474,5445,-0.1841,-0.6891,57.4903,0.6204,34.1829,5140
2,0.12,0.18,0.1976,186609,19,9677,0.199,0.3961,65.0472,-0.3117,18.8316,4981,-0.1962,-0.3828,66.4821,0.325,17.9514,4696
5,0.12,0.18,0.1712,109900,11,9677,0.1735,0.5528,56.8159,-0.4503,31.2186,4981,-0.1687,-0.5292,58.9438,0.4786,29.9191,4696
10,0.12,0.18,0.1825,142660,15,9677,0.1819,0.7428,54.7882,-0.6235,36.0972,4981,-0.1831,-0.6916,57.5596,0.6309,34.0716,4696
2,0.12,0.19,0.198,171502,19,8847,0.1998,0.4011,64.8999,-0.3164,19.1335,4547,-0.196,-0.3861,66.5116,0.3333,18.2326,4300
5,0.12,0.19,0.1735,106710,12,8847,0.1778,0.5617,56.9386,-0.454,31.2734,4547,-0.169,-0.5356,58.9302,0.4881,30.0465,4300
10,0.12,0.19,0.1856,138630,16,8847,0.1862,0.7539,54.9373,-0.6314,36.1117,4547,-0.1849,-0.6986,57.7209,0.6421,34,4300
2,0.12,0.2,0.1992,159169,20,8060,0.202,0.4053,65.1208,-0.3211,19.2754,4140,-0.1961,-0.3903,66.0969,0.3348,18.4694,3920
5,0.12,0.2,0.1751,100990,13,8060,0.18,0.5734,56.7391,-0.461,31.5217,4140,-0.1699,-0.5412,58.9541,0.4948,30.1531,3920
10,0.12,0.2,0.1875,130930,16,8060,0.1868,0.7662,55.0483,-0.6465,36.3527,4140,-0.1882,-0.7087,57.8827,0.6504,34.1327,3920
2,0.12,0.21,0.2008,148602,20,7341,0.2045,0.4112,65.0739,-0.3244,19.4562,3788,-0.1969,-0.395,66.0287,0.3394,18.8292,3553
5,0.12,0.21,0.1757,93330,13,7341,0.1822,0.5844,56.547,-0.4672,31.7318,3788,-0.1688,-0.5499,58.5702,0.5019,30.5376,3553
10,0.12,0.21,0.1887,121980,17,7341,0.1916,0.781,55.0158,-0.6532,36.4572,3788,-0.1857,-0.7193,57.6696,0.6619,34.6186,3553
2,0.12,0.22,0.2018,138422,21,6736,0.2051,0.4158,64.777,-0.329,19.5396,3475,-0.1984,-0.4005,65.808,0.341,19.1046,3261
5,0.12,0.22,0.1772,88640,13,6736,0.1851,0.5898,56.8345,-0.4754,31.5683,3475,-0.1688,-0.5541,58.4177,0.5057,30.6348,3261
10,0.12,0.22,0.1859,106160,16,6736,0.1889,0.786,54.9353,-0.6635,36.6043,3475,-0.1826,-0.7236,57.467,0.6654,35.0506,3261
2,0.12,0.23,0.2027,127999,21,6154,0.2065,0.4221,64.5365,-0.3317,19.8671,3161,-0.1986,-0.4024,65.7868,0.3432,19.2783,2993
5,0.12,0.23,0.1757,78170,13,6154,0.1815,0.5988,56.248,-0.4791,32.4264,3161,-0.1696,-0.5576,58.6034,0.511,30.7718,2993
10,0.12,0.23,0.1837,92930,15,6154,0.1869,0.7987,54.8244,-0.6752,37.1718,3161,-0.1803,-0.729,57.434,0.6763,35.2489,2993
2,0.12,0.24,0.2037,118249,21,5604,0.2097,0.4278,64.4003,-0.3335,19.735,2868,-0.1973,-0.4023,65.826,0.3512,19.2251,2736
5,0.12,0.24,0.1746,69300,12,5604,0.1822,0.6075,56.311,-0.4858,32.9149,2868,-0.1666,-0.56,58.6257,0.52,31.1038,2736
10,0.12,0.24,0.1853,87300,16,5604,0.1907,0.8107,54.8466,-0.6838,37.1339,2868,-0.1795,-0.7381,57.3099,0.6889,35.3436,2736
2,0.12,0.25,0.2069,113216,22,5128,0.2145,0.4354,64.6008,-0.3362,19.8479,2630,-0.1989,-0.4066,65.9327,0.3518,19.6557,2498
5,0.12,0.25,0.1796,71150,14,5128,0.1879,0.6159,56.5019,-0.4868,32.8897,2630,-0.1709,-0.5711,58.6869,0.5268,31.1849,2498
10,0.12,0.25,0.1877,83690,16,5128,0.1919,0.818,55.019,-0.6929,37.2624,2630,-0.1833,-0.7572,56.9255,0.6967,35.5484,2498
2,0.12,0.26,0.2067,102792,22,4672,0.2143,0.4393,64.2321,-0.3373,20.1169,2396,-0.1986,-0.4081,65.9051,0.3539,19.8594,2276
5,0.12,0.26,0.1818,67940,15,4672,0.1885,0.6252,55.9683,-0.4853,33.2638,2396,-0.1748,-0.5765,59.007,0.5356,30.8875,2276
10,0.12,0.26,0.185,72410,15,4672,0.1865,0.8246,54.5492,-0.7011,37.5626,2396,-0.1834,-0.7559,57.1178,0.6986,35.5448,2276
2,0.12,0.27,0.2091,97616,23,4296,0.2176,0.4451,64.202,-0.3366,20.2435,2218,-0.1999,-0.413,65.9288,0.3571,20.2599,2078
5,0.12,0.27,0.1858,67560,16,4296,0.195,0.6287,56.5374,-0.4895,32.7773,2218,-0.1759,-0.5857,58.9028,0.5448,31.0395,2078
10,0.12,0.27,0.1879,70350,16,4296,0.1916,0.8269,54.9594,-0.7017,37.4662,2218,-0.184,-0.7673,56.9779,0.7024,36.0443,2078
2,0.12,0.28,0.2081,88159,22,3928,0.2146,0.4491,63.5202,-0.3364,20.9931,2034,-0.2012,-0.4168,65.6811,0.3551,20.4329,1894
5,0.12,0.28,0.1881,64490,16,3928,0.1939,0.635,56.293,-0.4944,33.0875,2034,-0.1818,-0.5955,59.1341,0.5535,30.7814,1894
10,0.12,0.28,0.1888,65390,17,3928,0.187,0.8354,54.7198,-0.7191,37.5615,2034,-0.1908,-0.7823,57.2334,0.7136,36.0084,1894
2,0.12,0.29,0.2088,80336,23,3547,0.2128,0.449,63.5288,-0.3429,21.1404,1859,-0.2045,-0.4185,66.2322,0.3556,20.4384,1688
5,0.12,0.29,0.1872,57290,16,3547,0.1903,0.6395,56.1054,-0.5021,33.5664,1859,-0.1838,-0.6015,59.4194,0.5626,30.8649,1688
10,0.12,0.29,0.1899,60170,17,3547,0.1818,0.844,54.2765,-0.7254,38.085,1859,-0.1988,-0.7978,57.5237,0.726,35.8412,1688
2,0.12,0.3,0.2109,75116,23,3228,0.2124,0.4541,63.2458,-0.3504,21.3604,1676,-0.2093,-0.4217,66.5593,0.3538,20.1675,1552
5,0.12,0.3,0.1919,56730,18,3228,0.1909,0.6523,55.9666,-0.5148,33.8305,1676,-0.193,-0.6074,60.4381,0.5774,30.1546,1552
10,0.12,0.3,0.196,60720,19,3228,0.1834,0.8541,54.1766,-0.7316,38.1862,1676,-0.2097,-0.806,58.183,0.7368,35.1804,1552
2,0.12,0.31,0.2145,71729,24,2947,0.2155,0.4594,63.2812,-0.3534,21.2891,1536,-0.2133,-0.4271,66.4777,0.3532,19.9858,1411
5,0.12,0.31,0.1905,50540,17,2947,0.1883,0.6586,55.3385,-0.5162,34.1146,1536,-0.1928,-0.6123,60.5953,0.5874,30.3331,1411
10,0.12,0.31,0.1965,55850,19,2947,0.1771,0.8599,53.7109,-0.7374,38.6068,1536,-0.2176,-0.8136,58.8235,0.7516,34.7271,1411
2,0.12,0.32,0.2117,63759,24,2711,0.2154,0.4638,63.2884,-0.3534,22.112,1411,-0.2078,-0.4244,66.3846,0.3586,20.6154,1300
5,0.12,0.32,0.1842,41350,15,2711,0.187,0.6701,54.9965,-0.5207,34.8689,1411,-0.1812,-0.6168,59.4615,0.5943,31.2308,1300
10,0.12,0.32,0.1919,47650,18,2711,0.1786,0.8854,53.2955,-0.751,39.0503,1411,-0.2064,-0.822,58.0769,0.7743,35,1300
2,0.12,0.33,0.2135,60396,24,2512,0.2148,0.47,62.8659,-0.3562,22.6502,1298,-0.212,-0.4267,66.804,0.3573,20.4283,1214
5,0.12,0.33,0.1863,39950,16,2512,0.1842,0.6737,54.7766,-0.5273,35.0539,1298,-0.1886,-0.6281,59.7199,0.6037,30.8896,1214
10,0.12,0.33,0.1914,43760,17,2512,0.1717,0.8861,52.7735,-0.7487,39.5223,1298,-0.2124,-0.8304,58.5667,0.7842,34.9259,1214
2,0.12,0.34,0.2149,56206,24,2298,0.2152,0.4768,62.5316,-0.3641,22.7848,1185,-0.2145,-0.4311,67.3854,0.371,20.4852,1113
5,0.12,0.34,0.1863,36510,16,2298,0.1821,0.6831,54.5148,-0.5344,35.6118,1185,-0.1907,-0.636,60.1977,0.6197,30.9973,1113
10,0.12,0.34,0.191,39780,17,2298,0.1711,0.9019,52.4051,-0.7586,39.7468,1185,-0.2122,-0.8445,58.5804,0.8082,34.9506,1113
2,0.12,0.35,0.216,52126,25,2102,0.2186,0.484,62.3027,-0.3589,23.1198,1077,-0.2133,-0.4341,67.3171,0.378,20.878,1025
5,0.12,0.35,0.1893,35320,17,2102,0.1863,0.6981,54.3175,-0.5356,36.026,1077,-0.1926,-0.6432,60.4878,0.6333,31.0244,1025
10,0.12,0.35,0.1953,39070,19,2102,0.1762,0.9189,52.4605,-0.766,39.9257,1077,-0.2153,-0.8519,58.8293,0.823,34.7317,1025
2,0.12,0.36,0.2178,49086,25,1938,0.2221,0.4879,62.6506,-0.362,23.0924,996,-0.2132,-0.4409,67.0913,0.3814,21.6561,942
5,0.12,0.36,0.1868,31080,16,1938,0.1836,0.6976,54.4177,-0.5363,36.5462,996,-0.1901,-0.6504,60.6157,0.6519,31.3163,942
10,0.12,0.36,0.1914,33780,17,1938,0.1715,0.9272,52.1084,-0.7721,40.3614,996,-0.2125,-0.8734,58.2803,0.8387,35.3503,942
2,0.12,0.37,0.2207,46916,26,1791,0.2236,0.4917,62.9189,-0.3726,23.027,925,-0.2175,-0.4462,67.4365,0.3882,21.4781,866
5,0.12,0.37,0.1875,29100,16,1791,0.1849,0.7118,53.9459,-0.5434,36.6486,925,-0.1903,-0.6602,60.0462,0.6538,31.5242,866
10,0.12,0.37,0.1969,34140,19,1791,0.1808,0.9332,52.7568,-0.7832,39.7838,925,-0.2141,-0.8795,58.0831,0.8426,35.2194,866
2,0.12,0.38,0.221,43226,26,1644,0.2278,0.493,63.7209,-0.3809,22.6744,860,-0.2135,-0.4432,67.602,0.4018,21.4286,784
5,0.12,0.38,0.1881,27030,16,1644,0.1848,0.721,53.8372,-0.5517,36.8605,860,-0.1918,-0.6702,59.949,0.661,31.7602,784
10,0.12,0.38,0.1962,30990,19,1644,0.1647,0.9301,52.2093,-0.7931,40.4651,860,-0.2307,-0.8922,58.9286,0.8631,34.1837,784
2,0.12,0.39,0.229,43133,29,1503,0.2383,0.5013,64.3853,-0.3807,22.18,789,-0.2187,-0.4484,67.9272,0.4036,21.2885,714
5,0.12,0.39,0.2078,33570,22,1503,0.2037,0.7399,54.3726,-0.5441,36.5019,789,-0.2123,-0.6824,59.8039,0.6213,31.5126,714
10,0.12,0.39,0.2193,38760,26,1503,0.1897,0.954,52.8517,-0.7876,39.924,789,-0.252,-0.9125,59.2437,0.8412,34.3137,714
2,0.13,0.05,0.1861,292412,16,18455,0.1897,0.3552,65.6551,-0.2847,15.281,9358,-0.1825,-0.3383,66.6154,0.2944,14.5652,9097
5,0.13,0.05,0.1667,184960,10,18455,0.1726,0.4815,58.3565,-0.3985,27.196,9358,-0.1607,-0.4565,59.1184,0.4134,26.4043,9097
10,0.13,0.05,0.1778,246250,13,18455,0.1809,0.6397,55.5888,-0.5246,33.3084,9358,-0.1746,-0.5988,57.1837,0.5205,32.2304,9097
2,0.13,0.06,0.1873,294412,16,18171,0.1907,0.357,65.7409,-0.2857,15.3938,9218,-0.1838,-0.3399,66.7933,0.2958,14.6096,8953
5,0.13,0.06,0.1675,186000,10,18171,0.1732,0.4851,58.2881,-0.3992,27.4355,9218,-0.1615,-0.459,59.1757,0.4152,26.5163,8953
10,0.13,0.06,0.1787,247500,14,18171,0.1816,0.6445,55.5652,-0.5265,33.5322,9218,-0.1758,-0.6017,57.2881,0.5226,32.3132,8953
2,0.13,0.07,0.1887,294392,17,17711,0.1921,0.3595,65.8393,-0.2862,15.5721,8984,-0.1852,-0.3423,66.9761,0.2968,14.8275,8727
5,0.13,0.07,0.1685,186670,11,17711,0.1746,0.4896,58.3259,-0.4004,27.7159,8984,-0.1622,-0.4624,59.2644,0.418,26.7675,8727
10,0.13,0.07,0.1798,247060,14,17711,0.1831,0.6514,55.5432,-0.5306,33.6821,8984,-0.1765,-0.6065,57.3622,0.5265,32.5656,8727
2,0.13,0.08,0.1904,292088,17,17049,0.1942,0.3633,66.0079,-0.2885,15.7998,8652,-0.1866,-0.3444,67.2145,0.2992,15.0173,8397
5,0.13,0.08,0.1686,180630,11,17049,0.1754,0.4957,58.1831,-0.4031,28.0398,8652,-0.1617,-0.4665,59.1997,0.4222,27.1049,8397
10,0.13,0.08,0.1803,240060,14,17049,0.1844,0.6598,55.5363,-0.5367,33.9112,8652,-0.176,-0.6127,57.3062,0.5328,32.8689,8397
2,0.13,0.09,0.1926,289048,18,16267,0.1957,0.3674,65.9966,-0.2919,16.0087,8258,-0.1893,-0.3484,67.4616,0.3037,15.0581,8009
5,0.13,0.09,0.1704,180650,11,16267,0.1765,0.501,58.1739,-0.4069,28.2635,8258,-0.1641,-0.4728,59.3582,0.4273,27.2818,8009
10,0.13,0.09,0.1828,241370,15,16267,0.1866,0.6679,55.6309,-0.5457,33.8944,8258,-0.1789,-0.6196,57.5727,0.5406,32.9005,8009
2,0.13,0.1,0.1935,277415,18,15362,0.1967,0.3714,65.9569,-0.2947,16.3674,7796,-0.1903,-0.3533,67.2614,0.307,15.4243,7566
5,0.13,0.1,0.1704,170890,11,15362,0.1764,0.5068,58.1195,-0.4121,28.6557,7796,-0.1642,-0.4785,59.2784,0.4326,27.6104,7566
10,0.13,0.1,0.1822,225130,15,15362,0.1855,0.6779,55.3874,-0.5548,34.2355,7796,-0.1787,-0.6268,57.4808,0.5471,33.1879,7566
