pred_horizon_s,signal_thres,vol_thres,point_per_round,pnl_total,pnl_per_round,num_rounds,point_avg_c_up,point_avg_up_c_up,percentage_up_c_up,point_avg_down_c_up,percentage_down_c_up,num_rounds_up,point_avg_c_down,point_avg_down_c_down,percentage_down_c_down,point_avg_up_c_down,percentage_up_c_down,num_rounds_down
2,0.44,0.34,0.5632,3353,129,26,0.5203,0.6496,88.2353,-0.45,11.7647,17,-0.6444,-0.725,88.8889,NaN,0,9
5,0.44,0.34,0.3923,2020,78,26,0.2176,0.71,58.8235,-0.68,29.4118,17,-0.7222,-1.0833,66.6667,NaN,0,9
10,0.44,0.34,0.4769,2680,103,26,0.3529,1.19,58.8235,-1.18,29.4118,17,-0.7111,-1.54,55.5556,0.65,22.2222,9
2,0.44,0.35,0.5378,3033,121,25,0.4778,0.6103,87.5,-0.45,12.5,16,-0.6444,-0.725,88.8889,NaN,0,9
5,0.44,0.35,0.36,1700,68,25,0.1563,0.6556,56.25,-0.68,31.25,16,-0.7222,-1.0833,66.6667,NaN,0,9
10,0.44,0.35,0.44,2300,92,25,0.2875,1.1667,56.25,-1.18,31.25,16,-0.7111,-1.54,55.5556,0.65,22.2222,9
2,0.44,0.36,0.5378,3033,121,25,0.4778,0.6103,87.5,-0.45,12.5,16,-0.6444,-0.725,88.8889,NaN,0,9
5,0.44,0.36,0.36,1700,68,25,0.1563,0.6556,56.25,-0.68,31.25,16,-0.7222,-1.0833,66.6667,NaN,0,9
10,0.44,0.36,0.44,2300,92,25,0.2875,1.1667,56.25,-1.18,31.25,16,-0.7111,-1.54,55.5556,0.65,22.2222,9
2,0.44,0.37,0.5042,2670,111,24,0.42,0.5538,86.6667,-0.45,13.3333,15,-0.6444,-0.725,88.8889,NaN,0,9
5,0.44,0.37,0.2958,1170,49,24,0.04,0.5,53.3333,-0.68,33.3333,15,-0.7222,-1.0833,66.6667,NaN,0,9
10,0.44,0.37,0.3458,1530,64,24,0.1267,0.975,53.3333,-1.18,33.3333,15,-0.7111,-1.54,55.5556,0.65,22.2222,9
2,0.44,0.38,0.5227,2570,117,22,0.4214,0.5667,85.7143,-0.45,14.2857,14,-0.7,-0.8,87.5,NaN,0,8
5,0.44,0.38,0.3182,1220,55,22,0.0357,0.5571,50,-0.68,35.7143,14,-0.8125,-1.0833,75,NaN,0,8
10,0.44,0.38,0.4045,1790,81,22,0.1357,0.975,57.1429,-1.18,35.7143,14,-0.875,-1.54,62.5,0.7,12.5,8
2,0.44,0.39,0.5227,2570,117,22,0.4214,0.5667,85.7143,-0.45,14.2857,14,-0.7,-0.8,87.5,NaN,0,8
5,0.44,0.39,0.3182,1220,55,22,0.0357,0.5571,50,-0.68,35.7143,14,-0.8125,-1.0833,75,NaN,0,8
10,0.44,0.39,0.4045,1790,81,22,0.1357,0.975,57.1429,-1.18,35.7143,14,-0.875,-1.54,62.5,0.7,12.5,8
2,0.45,0.05,0.4577,13913,97,143,0.4765,0.5341,91.9355,-0.45,3.2258,62,-0.4432,-0.4946,91.358,0.2333,3.7037,81
5,0.45,0.05,0.3427,8980,63,143,0.3677,0.6227,70.9677,-0.4182,17.7419,62,-0.3235,-0.6038,65.4321,0.3867,18.5185,81
10,0.45,0.05,0.3126,7690,54,143,0.4048,0.8475,64.5161,-0.5176,27.4194,62,-0.242,-0.6462,64.1975,0.6087,28.3951,81
2,0.45,0.06,0.4552,13713,97,142,0.4765,0.5341,91.9355,-0.45,3.2258,62,-0.4388,-0.4904,91.25,0.2333,3.75,80
5,0.45,0.06,0.3437,8960,63,142,0.3677,0.6227,70.9677,-0.4182,17.7419,62,-0.325,-0.6115,65,0.3867,18.75,80
10,0.45,0.06,0.3106,7550,53,142,0.4048,0.8475,64.5161,-0.5176,27.4194,62,-0.2375,-0.6471,63.75,0.6087,28.75,80
2,0.45,0.07,0.4533,13053,96,136,0.4669,0.5267,91.5254,-0.45,3.3898,59,-0.4429,-0.4971,90.9091,0.2333,3.8961,77
5,0.45,0.07,0.3463,8690,64,136,0.378,0.6405,71.1864,-0.4182,18.6441,59,-0.3221,-0.612,64.9351,0.3867,19.4805,77
10,0.45,0.07,0.3037,6950,51,136,0.4136,0.8684,64.4068,-0.5375,27.1186,59,-0.2195,-0.6438,62.3377,0.6087,29.8701,77
2,0.45,0.08,0.4527,12263,96,128,0.4692,0.5316,91.2281,-0.45,3.5088,57,-0.4394,-0.4984,90.1408,0.2333,4.2254,71
5,0.45,0.08,0.3211,7210,56,128,0.3632,0.6325,70.1754,-0.4182,19.2982,57,-0.2873,-0.5955,61.9718,0.3867,21.1268,71
10,0.45,0.08,0.2773,5530,43,128,0.3895,0.8556,63.1579,-0.5375,28.0702,57,-0.1873,-0.65,59.1549,0.6087,32.3944,71
2,0.45,0.09,0.4504,11793,95,124,0.4681,0.5329,90.9091,-0.45,3.6364,55,-0.4362,-0.4968,89.8551,0.2333,4.3478,69
5,0.45,0.09,0.3081,6500,52,124,0.3582,0.6231,70.9091,-0.4182,20,55,-0.2681,-0.5786,60.8696,0.3867,21.7391,69
10,0.45,0.09,0.2798,5450,44,124,0.4145,0.8556,65.4545,-0.5714,25.4545,55,-0.1725,-0.6475,57.971,0.6087,33.3333,69
2,0.45,0.1,0.4521,11093,96,116,0.4574,0.5238,90.566,-0.45,3.7736,53,-0.4476,-0.5161,88.8889,0.2333,4.7619,63
5,0.45,0.1,0.3112,6190,53,116,0.3491,0.6079,71.6981,-0.4182,20.7547,53,-0.2794,-0.5795,61.9048,0.3846,20.6349,63
10,0.45,0.1,0.2759,4960,43,116,0.4019,0.8343,66.0377,-0.6077,24.5283,53,-0.1698,-0.65,57.1429,0.6048,33.3333,63
2,0.45,0.11,0.4513,10683,95,112,0.4574,0.5238,90.566,-0.45,3.7736,53,-0.4458,-0.5192,88.1356,0.2333,5.0847,59
5,0.45,0.11,0.3152,6110,55,112,0.3491,0.6079,71.6981,-0.4182,20.7547,53,-0.2847,-0.6,61.0169,0.4,20.339,59
10,0.45,0.11,0.2679,4520,40,112,0.4019,0.8343,66.0377,-0.6077,24.5283,53,-0.1475,-0.6294,57.6271,0.6048,35.5932,59
2,0.45,0.12,0.4608,9923,98,101,0.4857,0.5669,89.1304,-0.45,4.3478,46,-0.44,-0.5188,87.2727,0.2333,5.4545,55
5,0.45,0.12,0.3277,5890,58,101,0.3761,0.6515,71.7391,-0.4667,19.5652,46,-0.2873,-0.6182,60,0.4182,20,55
10,0.45,0.12,0.2673,4060,40,101,0.3978,0.8828,63.0435,-0.6083,26.087,46,-0.1582,-0.6563,58.1818,0.6474,34.5455,55
2,0.45,0.13,0.4637,9713,99,98,0.4828,0.5678,88.6364,-0.45,4.5455,44,-0.4481,-0.5188,88.8889,0.2333,5.5556,54
5,0.45,0.13,0.3388,6040,62,98,0.3909,0.6563,72.7273,-0.475,18.1818,44,-0.2963,-0.6182,61.1111,0.44,18.5185,54
10,0.45,0.13,0.2602,3730,38,98,0.4136,0.9107,63.6364,-0.6083,27.2727,44,-0.1352,-0.6323,57.4074,0.6474,35.1852,54
2,0.45,0.14,0.4711,9323,101,92,0.4677,0.5553,88.0952,-0.45,4.7619,42,-0.474,-0.54,90,0.3,4,50
5,0.45,0.14,0.3435,5800,63,92,0.3667,0.64,71.4286,-0.475,19.0476,42,-0.324,-0.6387,62,0.4,18,50
10,0.45,0.14,0.2641,3610,39,92,0.4119,0.9462,61.9048,-0.6083,28.5714,42,-0.14,-0.675,56,0.6611,36,50
2,0.45,0.15,0.4758,9143,103,89,0.4677,0.5553,88.0952,-0.45,4.7619,42,-0.483,-0.5548,89.3617,0.3,4.2553,47
5,0.45,0.15,0.3427,5590,63,89,0.3667,0.64,71.4286,-0.475,19.0476,42,-0.3213,-0.6679,59.5745,0.4,19.1489,47
10,0.45,0.15,0.2618,3430,39,89,0.4119,0.9462,61.9048,-0.6083,28.5714,42,-0.1277,-0.6654,55.3191,0.6647,36.1702,47
2,0.45,0.16,0.4615,8073,98,82,0.4678,0.5631,87.1795,-0.45,5.1282,39,-0.4558,-0.5316,88.3721,0.3,4.6512,43
5,0.45,0.16,0.3427,5150,63,82,0.3872,0.6607,71.7949,-0.4857,17.9487,39,-0.3023,-0.66,58.1395,0.4375,18.6047,43
10,0.45,0.16,0.2659,3260,40,82,0.441,0.9875,61.5385,-0.5909,28.2051,39,-0.107,-0.6913,53.4884,0.6647,39.5349,43
2,0.45,0.17,0.473,7743,102,76,0.4634,0.5639,86.4865,-0.45,5.4054,37,-0.4821,-0.5543,89.7436,0.3,5.1282,39
5,0.45,0.17,0.3592,5150,68,76,0.3973,0.6704,72.973,-0.4857,18.9189,37,-0.3231,-0.6913,58.9744,0.4714,17.9487,39
10,0.45,0.17,0.3039,3890,51,76,0.4703,0.9875,64.8649,-0.7,24.3243,37,-0.1462,-0.7143,53.8462,0.62,38.4615,39
2,0.45,0.18,0.4652,6870,100,69,0.4294,0.5345,85.2941,-0.45,5.8824,34,-0.5,-0.5531,91.4286,0.2,2.8571,35
5,0.45,0.18,0.342,4320,63,69,0.3559,0.6458,70.5882,-0.4857,20.5882,34,-0.3286,-0.6762,60,0.45,17.1429,35
10,0.45,0.18,0.3275,4020,58,69,0.4412,0.9682,64.7059,-0.7,26.4706,34,-0.2171,-0.735,57.1429,0.5917,34.2857,35
2,0.45,0.19,0.4754,6260,103,61,0.43,0.552,83.3333,-0.45,6.6667,30,-0.5194,-0.5821,90.3226,0.2,3.2258,31
5,0.45,0.19,0.341,3800,62,61,0.3333,0.67,66.6667,-0.4857,23.3333,30,-0.3484,-0.7053,61.2903,0.52,16.129,31
10,0.45,0.19,0.3115,3260,53,61,0.4033,0.9684,63.3333,-0.7,30,30,-0.2226,-0.7667,58.0645,0.6273,35.4839,31
2,0.45,0.2,0.4879,6170,106,58,0.4357,0.5458,85.7143,-0.45,7.1429,28,-0.5367,-0.5821,93.3333,0.2,3.3333,30
5,0.45,0.2,0.3534,3830,66,58,0.3286,0.6632,67.8571,-0.4857,25,28,-0.3767,-0.7053,63.3333,0.525,13.3333,30
10,0.45,0.2,0.3345,3500,60,58,0.4036,0.9667,64.2857,-0.7625,28.5714,28,-0.27,-0.7667,60,0.57,33.3333,30
2,0.45,0.21,0.4811,5530,104,53,0.4154,0.5318,84.6154,-0.45,7.6923,26,-0.5444,-0.5654,96.2963,NaN,0,27
5,0.45,0.21,0.3472,3400,64,53,0.3077,0.6706,65.3846,-0.4857,26.9231,26,-0.3852,-0.6882,62.963,0.4333,11.1111,27
10,0.45,0.21,0.3491,3430,65,53,0.4,1.0313,61.5385,-0.7625,30.7692,26,-0.3,-0.7875,59.2593,0.5,33.3333,27
2,0.45,0.22,0.4766,4840,103,47,0.424,0.5476,84,-0.45,8,25,-0.5364,-0.5619,95.4545,NaN,0,22
5,0.45,0.22,0.3298,2770,59,47,0.336,0.6706,68,-0.5,24,25,-0.3227,-0.7,54.5455,0.4333,13.6364,22
10,0.45,0.22,0.3404,2920,62,47,0.432,1.0313,64,-0.8143,28,25,-0.2364,-0.8083,54.5455,0.5,40.9091,22
2,0.45,0.23,0.4595,4110,98,42,0.3857,0.5,85.7143,-0.45,9.5238,21,-0.5333,-0.56,95.2381,NaN,0,21
5,0.45,0.23,0.3048,2160,51,42,0.3048,0.7231,61.9048,-0.5,28.5714,21,-0.3048,-0.7,52.381,0.4333,14.2857,21
10,0.45,0.23,0.2833,1890,45,42,0.3476,0.9538,61.9048,-0.85,28.5714,21,-0.219,-0.8273,52.381,0.5,42.8571,21
2,0.45,0.24,0.455,3860,97,40,0.3857,0.5,85.7143,-0.45,9.5238,21,-0.5316,-0.5611,94.7368,NaN,0,19
5,0.45,0.24,0.33,2360,59,40,0.3048,0.7231,61.9048,-0.5,28.5714,21,-0.3579,-0.75,52.6316,0.35,10.5263,19
10,0.45,0.24,0.3125,2150,54,40,0.3476,0.9538,61.9048,-0.85,28.5714,21,-0.2737,-0.8273,57.8947,0.5571,36.8421,19
2,0.45,0.25,0.4579,3700,97,38,0.3857,0.5,85.7143,-0.45,9.5238,21,-0.5471,-0.5813,94.1176,NaN,0,17
5,0.45,0.25,0.3447,2410,63,38,0.3048,0.7231,61.9048,-0.5,28.5714,21,-0.3941,-0.8222,52.9412,0.35,11.7647,17
10,0.45,0.25,0.3211,2140,56,38,0.3476,0.9538,61.9048,-0.85,28.5714,21,-0.2882,-0.9778,52.9412,0.5571,41.1765,17
2,0.45,0.26,0.4735,3470,102,34,0.4211,0.5176,89.4737,-0.8,5.2632,19,-0.54,-0.5786,93.3333,NaN,0,15
5,0.45,0.26,0.3471,2180,64,34,0.3158,0.75,63.1579,-0.5,31.5789,19,-0.3867,-0.8125,53.3333,0.35,13.3333,15
10,0.45,0.26,0.2853,1550,46,34,0.2632,0.9182,57.8947,-0.85,31.5789,19,-0.3133,-1.025,53.3333,0.5833,40,15
2,0.45,0.27,0.4839,3260,105,31,0.4294,0.54,88.2353,-0.8,5.8824,17,-0.55,-0.5923,92.8571,NaN,0,14
5,0.45,0.27,0.3581,2090,67,31,0.2941,0.8,58.8235,-0.5,35.2941,17,-0.4357,-0.8125,57.1429,0.4,7.1429,14
10,0.45,0.27,0.2677,1250,40,31,0.2235,0.89,58.8235,-0.85,35.2941,17,-0.3214,-1.1429,50,0.5833,42.8571,14
2,0.45,0.28,0.525,3290,118,28,0.4563,0.54,93.75,-0.8,6.25,16,-0.6167,-0.6727,91.6667,NaN,0,12
5,0.45,0.28,0.4036,2270,81,28,0.3375,0.8,62.5,-0.52,31.25,16,-0.4917,-0.9,58.3333,0.4,8.3333,12
10,0.45,0.28,0.3179,1550,55,28,0.25,0.89,62.5,-0.98,31.25,16,-0.4083,-1.2667,50,0.54,41.6667,12
2,0.45,0.29,0.5192,3010,116,26,0.46,0.55,93.3333,-0.8,6.6667,15,-0.6,-0.66,90.9091,NaN,0,11
5,0.45,0.29,0.4462,2440,94,26,0.4133,0.8,66.6667,-0.45,26.6667,15,-0.4909,-0.9667,54.5455,0.4,9.0909,11
10,0.45,0.29,0.3,1300,50,26,0.2533,0.9667,60,-0.98,33.3333,15,-0.3636,-1.34,45.4545,0.54,45.4545,11
2,0.45,0.3,0.532,2990,120,25,0.4786,0.5769,92.8571,-0.8,7.1429,14,-0.6,-0.66,90.9091,NaN,0,11
5,0.45,0.3,0.456,2420,97,25,0.4286,0.8667,64.2857,-0.45,28.5714,14,-0.4909,-0.9667,54.5455,0.4,9.0909,11
10,0.45,0.3,0.28,1100,44,25,0.2143,0.9875,57.1429,-0.98,35.7143,14,-0.3636,-1.34,45.4545,0.54,45.4545,11
2,0.45,0.31,0.5053,2120,112,19,0.43,0.5667,90,-0.8,10,10,-0.5889,-0.6625,88.8889,NaN,0,9
5,0.45,0.31,0.3474,1220,64,19,0.24,0.6,60,-0.4,30,10,-0.4667,-1.15,44.4444,0.4,11.1111,9
10,0.45,0.31,0.2737,800,42,19,0.15,0.96,50,-0.825,40,10,-0.4111,-1.5,44.4444,0.575,44.4444,9
2,0.45,0.32,0.4889,1920,107,18,0.43,0.5667,90,-0.8,10,10,-0.5625,-0.6429,87.5,NaN,0,8
5,0.45,0.32,0.3667,1260,70,18,0.24,0.6,60,-0.4,30,10,-0.525,-1.15,50,0.4,12.5,8
10,0.45,0.32,0.3111,960,53,18,0.15,0.96,50,-0.825,40,10,-0.5125,-1.5,50,0.6333,37.5,8
2,0.45,0.33,0.4882,1810,106,17,0.43,0.5667,90,-0.8,10,10,-0.5714,-0.6667,85.7143,NaN,0,7
5,0.45,0.33,0.4118,1420,84,17,0.24,0.6,60,-0.4,30,10,-0.6571,-1.15,57.1429,NaN,0,7
10,0.45,0.33,0.3647,1180,69,17,0.15,0.96,50,-0.825,40,10,-0.6714,-1.5,57.1429,0.65,28.5714,7
2,0.45,0.34,0.4813,1670,104,16,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.5714,-0.6667,85.7143,NaN,0,7
5,0.45,0.34,0.425,1400,88,16,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.6571,-1.15,57.1429,NaN,0,7
10,0.45,0.34,0.475,1640,103,16,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.6714,-1.5,57.1429,0.65,28.5714,7
2,0.45,0.35,0.4813,1670,104,16,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.5714,-0.6667,85.7143,NaN,0,7
5,0.45,0.35,0.425,1400,88,16,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.6571,-1.15,57.1429,NaN,0,7
10,0.45,0.35,0.475,1640,103,16,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.6714,-1.5,57.1429,0.65,28.5714,7
2,0.45,0.36,0.4813,1670,104,16,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.5714,-0.6667,85.7143,NaN,0,7
5,0.45,0.36,0.425,1400,88,16,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.6571,-1.15,57.1429,NaN,0,7
10,0.45,0.36,0.475,1640,103,16,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.6714,-1.5,57.1429,0.65,28.5714,7
2,0.45,0.37,0.4813,1670,104,16,0.4111,0.5625,88.8889,-0.8,11.1111,9,-0.5714,-0.6667,85.7143,NaN,0,7
5,0.45,0.37,0.425,1400,88,16,0.2444,0.68,55.5556,-0.4,33.3333,9,-0.6571,-1.15,57.1429,NaN,0,7
10,0.45,0.37,0.475,1640,103,16,0.3222,0.96,55.5556,-0.6333,33.3333,9,-0.6714,-1.5,57.1429,0.65,28.5714,7
2,0.45,0.38,0.5071,1570,112,14,0.4125,0.5857,87.5,-0.8,12.5,8,-0.6333,-0.76,83.3333,NaN,0,6
5,0.45,0.38,0.4786,1450,104,14,0.2625,0.825,50,-0.4,37.5,8,-0.7667,-1.15,66.6667,NaN,0,6
10,0.45,0.38,0.5857,1900,136,14,0.3625,0.96,62.5,-0.6333,37.5,8,-0.8833,-1.5,66.6667,0.7,16.6667,6
2,0.45,0.39,0.5071,1570,112,14,0.4125,0.5857,87.5,-0.8,12.5,8,-0.6333,-0.76,83.3333,NaN,0,6
5,0.45,0.39,0.4786,1450,104,14,0.2625,0.825,50,-0.4,37.5,8,-0.7667,-1.15,66.6667,NaN,0,6
10,0.45,0.39,0.5857,1900,136,14,0.3625,0.96,62.5,-0.6333,37.5,8,-0.8833,-1.5,66.6667,0.7,16.6667,6
2,0.46,0.05,0.4545,11753,96,122,0.4758,0.5297,92.8571,-0.45,3.5714,56,-0.4364,-0.4917,90.9091,0.2333,4.5455,66
5,0.46,0.05,0.3205,6850,56,122,0.3696,0.6385,69.6429,-0.42,17.8571,56,-0.2788,-0.5548,63.6364,0.4083,18.1818,66
10,0.46,0.05,0.3016,6160,50,122,0.4107,0.8667,64.2857,-0.5125,28.5714,56,-0.2091,-0.5933,68.1818,0.6789,28.7879,66
2,0.46,0.06,0.4516,11553,95,121,0.4758,0.5297,92.8571,-0.45,3.5714,56,-0.4308,-0.4864,90.7692,0.2333,4.6154,65
5,0.46,0.06,0.3215,6830,56,121,0.3696,0.6385,69.6429,-0.42,17.8571,56,-0.28,-0.5634,63.0769,0.4083,18.4615,65
10,0.46,0.06,0.2992,6020,50,121,0.4107,0.8667,64.2857,-0.5125,28.5714,56,-0.2031,-0.5932,67.6923,0.6789,29.2308,65
2,0.46,0.07,0.4504,11033,95,116,0.465,0.5213,92.4528,-0.45,3.7736,53,-0.4381,-0.4965,90.4762,0.2333,4.7619,63
5,0.46,0.07,0.3276,6760,58,116,0.3811,0.6595,69.8113,-0.42,18.8679,53,-0.2825,-0.5675,63.4921,0.4083,19.0476,63
10,0.46,0.07,0.2957,5650,49,116,0.4208,0.8912,64.1509,-0.5333,28.3019,53,-0.1905,-0.5929,66.6667,0.6789,30.1587,63
2,0.46,0.08,0.4527,10443,96,109,0.4675,0.5265,92.1569,-0.45,3.9216,51,-0.4397,-0.5038,89.6552,0.2333,5.1724,58
5,0.46,0.08,0.3028,5540,51,109,0.3647,0.6514,68.6275,-0.42,19.6078,51,-0.2483,-0.5514,60.3448,0.4083,20.6897,58
10,0.46,0.08,0.2688,4430,41,109,0.3941,0.8781,62.7451,-0.5333,29.4118,51,-0.1586,-0.5973,63.7931,0.6789,32.7586,58
2,0.46,0.09,0.4499,9973,95,105,0.4662,0.5277,91.8367,-0.45,4.0816,49,-0.4357,-0.502,89.2857,0.2333,5.3571,56
5,0.46,0.09,0.2867,4830,46,105,0.3592,0.6412,69.3878,-0.42,20.4082,49,-0.2232,-0.5273,58.9286,0.4083,21.4286,56
10,0.46,0.09,0.2714,4350,41,105,0.4224,0.8781,65.3061,-0.5692,26.5306,49,-0.1393,-0.5914,62.5,0.6789,33.9286,56
2,0.46,0.1,0.451,9433,95,99,0.4541,0.5173,91.4894,-0.45,4.2553,47,-0.4481,-0.5217,88.4615,0.2333,5.7692,52
5,0.46,0.1,0.2919,4710,48,99,0.3489,0.6242,70.2128,-0.42,21.2766,47,-0.2404,-0.5188,61.5385,0.41,19.2308,52
10,0.46,0.1,0.2747,4200,42,99,0.4085,0.8548,65.9574,-0.6083,25.5319,47,-0.1538,-0.5939,63.4615,0.6824,32.6923,52
2,0.46,0.11,0.4463,9013,94,96,0.4541,0.5173,91.4894,-0.45,4.2553,47,-0.4388,-0.5163,87.7551,0.2333,6.1224,49
5,0.46,0.11,0.2906,4530,47,96,0.3489,0.6242,70.2128,-0.42,21.2766,47,-0.2347,-0.5379,59.1837,0.41,20.4082,49
10,0.46,0.11,0.2625,3720,39,96,0.4085,0.8548,65.9574,-0.6083,25.5319,47,-0.1224,-0.5677,63.2653,0.6824,34.6939,49
2,0.46,0.12,0.457,8253,97,85,0.4861,0.5651,90,-0.45,5,40,-0.4311,-0.5154,86.6667,0.2333,6.6667,45
5,0.46,0.12,0.3024,4310,51,85,0.38,0.6786,70,-0.475,20,40,-0.2333,-0.5538,57.7778,0.4333,20,45
10,0.46,0.12,0.2612,3260,38,85,0.405,0.916,62.5,-0.6091,27.5,40,-0.1333,-0.5931,64.4444,0.7467,33.3333,45
2,0.46,0.13,0.4572,8063,97,83,0.4755,0.5556,89.7436,-0.45,5.1282,39,-0.4409,-0.5154,88.6364,0.2333,6.8182,44
5,0.46,0.13,0.306,4300,52,83,0.3769,0.6852,69.2308,-0.475,20.5128,39,-0.2432,-0.5538,59.0909,0.4625,18.1818,44
10,0.46,0.13,0.2494,2890,35,83,0.4128,0.95,61.5385,-0.6091,28.2051,39,-0.1045,-0.5643,63.6364,0.7467,34.0909,44
2,0.46,0.14,0.4621,7693,99,78,0.458,0.5407,89.1892,-0.45,5.4054,37,-0.4659,-0.5324,90.2439,0.3,4.878,41
5,0.46,0.14,0.3077,4080,52,78,0.3486,0.668,67.5676,-0.475,21.6216,37,-0.2707,-0.56,60.9756,0.4143,17.0732,41
10,0.46,0.14,0.2449,2610,33,78,0.4108,0.9955,59.4595,-0.6091,29.7297,37,-0.0951,-0.604,60.9756,0.7467,36.5854,41
2,0.46,0.15,0.4673,7513,100,75,0.458,0.5407,89.1892,-0.45,5.4054,37,-0.4763,-0.55,89.4737,0.3,5.2632,38
5,0.46,0.15,0.3053,3870,52,75,0.3486,0.668,67.5676,-0.475,21.6216,37,-0.2632,-0.5864,57.8947,0.4143,18.4211,38
10,0.46,0.15,0.2413,2430,32,75,0.4108,0.9955,59.4595,-0.6091,29.7297,37,-0.0763,-0.587,60.5263,0.7571,36.8421,38
2,0.46,0.16,0.4543,6643,96,69,0.4572,0.5481,88.2353,-0.45,5.8824,34,-0.4514,-0.529,88.5714,0.3,5.7143,35
5,0.46,0.16,0.3087,3630,53,69,0.3706,0.6957,67.6471,-0.4857,20.5882,34,-0.2486,-0.575,57.1429,0.4667,17.1429,35
10,0.46,0.16,0.2464,2340,34,69,0.4441,1.05,58.8235,-0.59,29.4118,34,-0.0543,-0.5952,60,0.7571,40,35
2,0.46,0.17,0.4632,6333,99,64,0.4514,0.548,87.5,-0.45,6.25,32,-0.475,-0.5448,90.625,0.3,6.25,32
5,0.46,0.17,0.3234,3650,57,64,0.3813,0.7091,68.75,-0.4857,21.875,32,-0.2656,-0.5842,59.375,0.52,15.625,32
10,0.46,0.17,0.2844,2900,45,64,0.4781,1.05,62.5,-0.7125,25,32,-0.0906,-0.6105,59.375,0.6692,40.625,32
2,0.46,0.18,0.45,5510,95,58,0.4103,0.512,86.2069,-0.45,6.8966,29,-0.4897,-0.5333,93.1034,0.2,3.4483,29
5,0.46,0.18,0.3121,3110,54,58,0.331,0.6842,65.5172,-0.4857,24.1379,29,-0.2931,-0.5833,62.069,0.5,13.7931,29
10,0.46,0.18,0.3017,2930,51,58,0.4448,1.0333,62.069,-0.7125,27.5862,29,-0.1586,-0.6278,62.069,0.6091,37.931,29
2,0.46,0.19,0.4547,5110,96,53,0.4111,0.5217,85.1852,-0.45,7.4074,27,-0.5,-0.55,92.3077,0.2,3.8462,26
5,0.46,0.19,0.3075,2770,52,53,0.3185,0.7059,62.963,-0.4857,25.9259,27,-0.2962,-0.6063,61.5385,0.5,15.3846,26
10,0.46,0.19,0.2943,2560,48,53,0.4333,1.0235,62.963,-0.7125,29.6296,27,-0.15,-0.65,61.5385,0.65,38.4615,26
2,0.46,0.2,0.468,5020,100,50,0.416,0.5136,88,-0.45,8,25,-0.52,-0.55,96,0.2,4,25
5,0.46,0.2,0.32,2800,56,50,0.312,0.7,64,-0.4857,28,25,-0.328,-0.6063,64,0.5,12,25
10,0.46,0.2,0.32,2800,56,50,0.436,1.025,64,-0.7857,28,25,-0.204,-0.65,64,0.5889,36,25
2,0.46,0.21,0.4652,4580,100,46,0.4083,0.5095,87.5,-0.45,8.3333,24,-0.5273,-0.5273,100,NaN,0,22
5,0.46,0.21,0.3109,2450,53,46,0.2917,0.6933,62.5,-0.4857,29.1667,24,-0.3318,-0.5714,63.6364,0.35,9.0909,22
10,0.46,0.21,0.3326,2750,60,46,0.425,1.0467,62.5,-0.7857,29.1667,24,-0.2318,-0.6571,63.6364,0.5125,36.3636,22
2,0.46,0.22,0.4659,4090,100,41,0.4174,0.525,86.9565,-0.45,8.6957,23,-0.5278,-0.5278,100,NaN,0,18
5,0.46,0.22,0.3024,2080,51,41,0.3217,0.6933,65.2174,-0.5,26.087,23,-0.2778,-0.57,55.5556,0.35,11.1111,18
10,0.46,0.22,0.3122,2200,54,41,0.4609,1.0467,65.2174,-0.85,26.087,23,-0.1222,-0.63,55.5556,0.5125,44.4444,18
2,0.46,0.23,0.4513,3720,95,39,0.3857,0.5,85.7143,-0.45,9.5238,21,-0.5278,-0.5278,100,NaN,0,18
5,0.46,0.23,0.2923,1860,48,39,0.3048,0.7231,61.9048,-0.5,28.5714,21,-0.2778,-0.57,55.5556,0.35,11.1111,18
10,0.46,0.23,0.2436,1290,33,39,0.3476,0.9538,61.9048,-0.85,28.5714,21,-0.1222,-0.63,55.5556,0.5125,44.4444,18
2,0.46,0.24,0.4579,3700,97,38,0.3857,0.5,85.7143,-0.45,9.5238,21,-0.5471,-0.5471,100,NaN,0,17
5,0.46,0.24,0.2947,1840,48,38,0.3048,0.7231,61.9048,-0.5,28.5714,21,-0.2824,-0.6111,52.9412,0.35,11.7647,17
10,0.46,0.24,0.2553,1390,37,38,0.3476,0.9538,61.9048,-0.85,28.5714,21,-0.1412,-0.63,58.8235,0.5571,41.1765,17
2,0.46,0.25,0.4611,3540,98,36,0.3857,0.5,85.7143,-0.45,9.5238,21,-0.5667,-0.5667,100,NaN,0,15
5,0.46,0.25,0.3083,1890,53,36,0.3048,0.7231,61.9048,-0.5,28.5714,21,-0.3133,-0.675,53.3333,0.35,13.3333,15
10,0.46,0.25,0.2611,1380,38,36,0.3476,0.9538,61.9048,-0.85,28.5714,21,-0.14,-0.75,53.3333,0.5571,46.6667,15
